Country,iso,Fbc_mean,Fbc_std,Fbc_skew,Fbc_median,Fbc_q17,Fbc_q83,Fbc_min,Fbc_max
Micronesia (Federated States of),FSM,-2.3752150178657893e-05,1.8639874475300625e-05,0.7997657470245947,-3.7e-05,-3.9e-05,6.089999999999998e-06,-4.06781068229331e-05,8.570000000000001e-06
Gabon,GAB,-0.003025738808764012,0.0008762763401175781,-0.869025055162938,-0.0029131164820752962,-0.0036639915616079495,-0.0022521715616079492,-0.00538245430554348,-0.001476226482075296
United Kingdom,GBR,-0.10816095967650874,0.013367992925861492,-0.28996390483838164,-0.1076430635883,-0.122244697931342,-0.09297152296783501,-0.13578745021847002,-0.085533896906008
Georgia,GEO,-0.001289018494092985,0.0006847153142761556,0.8372924071744093,-0.00152694479596817,-0.00187855199793812,-0.00044448108429614,-0.0026390211522611205,0.00055678528583808
Ghana,GHA,-0.006863881329150085,0.003494232158425146,0.23336044166923092,-0.00735449871432697,-0.01061303871432697,-0.002496802598943671,-0.01328691584747128,0.0001199727191311499
Guinea,GIN,-0.005496254225100162,0.0011265818258163803,-0.6362060106860573,-0.00536994427990236,-0.006668972038946163,-0.004355772038946163,-0.00895205,-0.00383093
Gambia,GMB,-0.0004476383441928955,0.00025577728639232733,-0.6725255655077291,-0.00044840000000000006,-0.00072763,-0.00019017,-0.001145827856216522,-9.454000000000001e-05
Guinea-Bissau,GNB,-0.0005553923274079475,0.00026666605958382007,0.21369980929558696,-0.00058313,-0.00081455,-0.0002206678359076596,-0.00091038,-0.00015451
Equatorial Guinea,GNQ,-0.0023637246579021037,0.00047458067266884104,0.24725014907218992,-0.00238015186070086,-0.00281972684270066,-0.00190726980906779,-0.0036772667765073703,-0.0008497158227536401
Greece,GRC,-0.017227714807520812,0.0030821752088391148,0.41176601277098085,-0.017674417842787803,-0.0202487360670412,-0.0143072460670412,-0.0243478838946484,-0.0086199769266666
Grenada,GRD,-6.990713224750383e-05,1.5882219238660173e-05,0.7752191662134141,-7.3e-05,-8.448999999999999e-05,-5.150999999999999e-05,-9.002e-05,-2.3859999999999992e-05
Guatemala,GTM,-0.01121607402471233,0.0036148129778914625,-0.25047018309693336,-0.01167742558879047,-0.0134781984441864,-0.007676275588790469,-0.02105452910730923,-0.00375277534043
Guyana,GUY,-0.0018235144371961355,0.0009164905720985835,0.19025064717627063,-0.0019022077447393552,-0.002722091936184839,-0.0007021900000000001,-0.004040978313310457,0.00025345999999999995
Honduras,HND,-0.0053834007621827,0.0015989934709953744,-0.5824674323249492,-0.00500771412663755,-0.00722043114050861,-0.00394450318953335,-0.00974198802209093,-0.00279971194323144
Croatia,HRV,-0.004325928679062499,0.0004873703593451416,-0.5151334228963199,-0.004246880319323141,-0.0048309046479257595,-0.00386005125272926,-0.00580836464792576,-0.00336265446779476
Haiti,HTI,-0.001057529475854643,0.0007346121252818842,0.018393225647170122,-0.0011478075547186931,-0.0015166517561928951,-0.00038069530908931796,-0.0031443408477969683,0.000606128507498558
Hungary,HUN,-0.011116936892903129,0.0014204591458294863,-0.02252693732933694,-0.0111124858242358,-0.012716253168668102,-0.0096488415596321,-0.014178985,-0.0080135313537118
Indonesia,IDN,-0.391492878010314,0.08744737567383613,-0.9180293384114239,-0.37276581935928,-0.46746406935928,-0.317530069746428,-0.666932276994602,-0.250603199746428
India,IND,-0.6481692469476921,0.07722772635726333,0.23261366994776944,-0.648184849613569,-0.7214030802035181,-0.57080924983055,-0.83147239577014,-0.44618345102799
Ireland,IRL,-0.009651661695375575,0.0020579501896213393,0.7677352163079001,-0.0103136114519835,-0.0114920908515713,-0.006517609143057901,-0.0125987513914259,-0.0053570829302425
Iran,IRN,-0.18085340650849643,0.014938917753380583,-0.3164008746430003,-0.180871117359925,-0.1995185688805,-0.165793758511129,-0.2203377388805,-0.153297187578286
Iraq,IRQ,-0.03675013876308945,0.004351722073700825,-0.24480399364808064,-0.0359027634987785,-0.0417621740162956,-0.0318486782016756,-0.049025326695769804,-0.0299833873079384
Iceland,ISL,-0.0010408979822898474,5.3396824626797445e-05,0.2562891684195124,-0.00104370913209607,-0.001095093987445415,-0.000985969753902839,-0.0011498367003275102,-0.000894416462882096
Israel,ISR,-0.01648435320832233,0.0007456816915159889,-0.05839615981141195,-0.016443890381140202,-0.0172147037510914,-0.015687321943063,-0.0182942837510914,-0.015150683234786001
Italy,ITA,-0.0891472681076464,0.006453348091515601,0.6864671320964953,-0.09038173573311059,-0.0954344613779494,-0.0827590982156859,-0.10122367146736501,-0.06944749773809611
Jamaica,JAM,-0.002003992308923996,0.00025647695745504017,-0.12777123889641753,-0.00199475344154076,-0.00225010144968366,-0.0017680114496836602,-0.0027612712858123504,-0.00135214628122392
Jordan,JOR,-0.006550048575256619,0.0005714853786282771,0.582044252415872,-0.00677514048914353,-0.00706146466712096,-0.00573295981284462,-0.00746833961721976,-0.0054298068024391
Japan,JPN,-0.3126934759218547,0.02528066376556352,-0.12564163194612027,-0.312518333403944,-0.33975124989690897,-0.28268000152071,-0.359830477007964,-0.27406499838949405
Kazakhstan,KAZ,-0.07967223495288134,0.01073985602545793,-0.7603211422656996,-0.07726259149493331,-0.0925336569379771,-0.0683082027516435,-0.11109340264082959,-0.06496492693797709
Kenya,KEN,-0.0070614304577416775,0.003133968345390545,-0.5105338199505554,-0.006952218142726539,-0.01027442825091941,-0.0037490721441553205,-0.015928642856404822,-0.0017819182509194102
Kyrgyzstan,KGZ,-0.002986538677302876,0.0006381229290936943,-1.0642828851475195,-0.00273699319868996,-0.00385615874055199,-0.00249656838427948,-0.00472229536026201,-0.00214314874055199
Cambodia,KHM,-0.015046448501839288,0.00530194137196501,-0.23172168630555817,-0.01464092659388646,-0.01959791659388646,-0.010797110502183412,-0.02856512040906658,0.00088463115720524
Kiribati,KIR,-1.6909308512321643e-05,1.633308643940535e-06,0.5757539657423617,-1.8e-05,-1.83783848055795e-05,-1.5e-05,-1.86973057062245e-05,-1.4e-05
Saint Kitts and Nevis,KNA,-5.887429790525136e-05,7.894205659839593e-06,0.8926768043618727,-6.27311218088958e-05,-6.511e-05,-4.7210000000000004e-05,-6.900000000000001e-05,-4.072e-05
South Korea,KOR,-0.1694420963761521,0.0060339840451090485,0.033856155709184904,-0.16972790875471902,-0.174997003924391,-0.16226676221237302,-0.181857074182362,-0.158252910210739
Kuwait,KWT,-0.026208139616253016,0.0028732842522681936,0.801364634844019,-0.026595899917941902,-0.0294284308175857,-0.0223490071423589,-0.0295128681795296,-0.020139471057842702
Laos,LAO,-0.01099807056274924,0.00448971461814844,-0.2340945023367278,-0.01026788899768159,-0.01625590899768159,-0.0068646059225962305,-0.021145403045659268,0.00010942983157204004
Lebanon,LBN,-0.006577500202027332,0.0008049997928462315,0.29677559816533833,-0.00677350233477296,-0.00725308599458998,-0.00541925894310869,-0.008799219345772002,-0.004841123842055941
Liberia,LBR,-0.005635743238861162,0.0009672552656918032,-0.2598950391782465,-0.005709395535965386,-0.0067181012682567395,-0.004521627502896547,-0.007927024593409824,-0.004088111268256739
