iso,CSCC,SLAND,ELUC,EFOS,F_ab,F_ac,F_abc,SLAND_global,SLAND_domestic,SLAND_out,SLAND_in,SLAND_BTWC,ELUC_global,ELUC_domestic,ELUC_out,ELUC_in,ELUC_BTWC,EFOS_global,EFOS_domestic,EFOS_out,EFOS_in,EFOS_BTWC,F_ab_global,F_ab_domestic,F_ab_out,F_ab_in,F_ab_BTWC,F_ac_global,F_ac_domestic,F_ac_out,F_ac_in,F_ac_BTWC,F_abc_global,F_abc_domestic,F_abc_out,F_abc_in,F_abc_BTWC
ATA,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATF,,3.0001209e-05,,,,,,0.019875174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,,,2.6102499999999997e-06,-0.00016534681211925523,,-0.00016273656211925522,,,,,,,0.001729236186293938,,,,,-0.10953881459820372,,,,,,,,,,-0.10780957841190977,,,,,,,,,
AUS,3.472136605279979,0.031349715,-0.0100118775,-0.10975505897688508,0.021337837345418928,-0.11976693647688508,-0.08841722163146615,20.768532,0.10885049247986825,20.65968130683654,11.606841680186003,9.052839626650536,-6.632660038594805,-0.034762606355329004,-6.597897432239476,-4.043128456154384,-2.554768976085092,-72.71043754876162,-0.38108455788830564,-72.32935299087332,-32.578645342105176,-39.75070764876814,14.135872224864515,0.07408788612453923,14.061784338739976,7.548551641810486,6.51323269692949,-79.34309758735643,-0.4158471642436346,-78.9272504231128,-36.29728686848864,-42.629963554624155,-58.57456532389711,-0.3069966717637664,-58.26756865213334,-24.618153021339406,-33.64941563079394
AUT,-0.8805003605623852,0.0026434958,0.00118526125,-0.017986785492697898,0.0038287570481109617,-0.016801524242697898,-0.014158028444586936,1.7512608,-0.002327599003381852,1.7535883564496708,-2.9686588311997326,4.722247187649403,0.7852108586196672,-0.0010436229579856235,0.7862544815776529,1.0351574724574064,-0.24890299087975354,-11.91587026111677,0.01583737111167878,-11.93170763222845,8.34243229398491,-20.27413992621336,2.5364716927962596,-0.0033712219613674754,2.539842914757627,-1.9296566556220012,4.469499570379629,-11.130659402497104,0.014793748153693156,-11.145453150650797,9.295303010147473,-20.44075616079827,-9.37939856832051,0.012466149150311304,-9.391864717470822,6.3083114546096315,-15.700176172080454
AZE,0.14588281938905995,0.0006638767,-0.000818989,-0.009707946937085637,-0.00015511229186871648,-0.010526935937085636,-0.009863059228954352,0.43980446,9.68482059089197e-05,0.4397076163727196,0.4921413068383061,-0.05243369046558649,-0.5425631318749875,-0.00011947642436862682,-0.5424436554506189,-0.1712142909325169,-0.371229364518102,-6.431312379362087,-0.0014162226696614417,-6.4298961566924255,-1.38339632093855,-5.046499835753876,-0.10275865838075722,-2.262821845970712e-05,-0.10273603016229751,0.3202900231794325,-0.42302605334173005,-6.973875511237074,-0.0015356990940300684,-6.972339812143043,-1.5409772000698443,-5.431362612073199,-6.5340710377428435,-0.0014388508881211487,-6.532632186854722,-1.0457984915006726,-5.48683369535405
BAY,,1.7914024e-05,,,,,,0.011867668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDI,0.6693437046884801,0.0015295867,-0.0006733195000000001,-0.00015280523171050302,0.0008562672342501878,-0.0008261247317105031,0.0007034620025396848,1.0133193,0.0010238192513453744,1.0122954346701634,2.257477304143622,-1.2451818694734587,-0.44606012617080415,-0.0004506821685689952,-0.4456094440022352,-0.7856677864843074,0.3400583424820722,-0.10123027914139711,-0.00010227921988888972,-0.10112799992150821,-6.353734054075635,6.252606054154127,0.5672591846004226,0.0005731370827763793,0.5666860475176462,1.468886841356482,-0.9022007938388358,-0.5472904053122013,-0.0005529613884578848,-0.5467374439237435,-7.076848632438585,6.530111188514842,0.4660289054590255,0.00047085786288748963,0.465558047596138,-4.805435043352163,5.270993090948301
BEL,-0.38469037224920594,0.0002905614,-0.00044618225,-0.026609250746868714,-0.00015562084079852702,-0.027055432996868713,-0.02676487158766724,0.19249088,-0.0001117761766669685,0.19260265189764475,-1.2979114084380698,1.4905140603357145,-0.2955864351621678,0.00017164201584348829,-0.2957580771780113,0.45163242250254426,-0.7473904996805556,-17.628073664076002,0.010236322575085386,-17.638309986651088,3.641489460673402,-21.27979944732449,-0.10309556144059036,5.9865839176519774e-05,-0.10315542727976688,-0.8445992290265829,0.741443801746816,-17.92366009923817,0.010407964590928874,-17.9340680638291,4.057170821338761,-21.99123888516786,-17.73116922551659,0.010296188414261906,-17.741465413930854,2.751249857679125,-20.492715271609978
BEN,1.3057036016395434,0.0014305541,-0.00308360075,-0.001850008771699786,-0.0016530466673828365,-0.004933609521699786,-0.0035030554390826224,0.94771224,0.0018678796180133835,0.9458443629852886,4.403840519677469,-3.45799615669218,-2.0428211860868224,-0.004026268605293397,-2.038794917481529,-1.5294724535693456,-0.5093224639121836,-1.2255922279415654,-0.0024155631162731585,-1.2231766648252922,-12.392153813573854,11.168977148748562,-1.0951089416228332,-0.002158388987280014,-1.0929505526355532,2.8686665414861214,-3.9616170941216744,-3.268413414028388,-0.006441831721566555,-3.2619715823068214,-13.799602337484853,10.537630755178032,-2.3207011695643986,-0.004573952103553172,-2.3161272174608456,-9.368576193025971,7.052448975565126
BES,,,,-2.7762936464475453e-05,,,,,,,,,,,,,,-0.01839236639101636,,,,,,,,,,,,,,,,,,,
BFA,4.228650428202708,0.0036377662,-0.0048764097499999996,-0.001247667428128988,-0.0012386435172859426,-0.006124077178128988,-0.0024863109454149306,2.4099443,0.015382841737667649,2.394561454145511,14.252939858442726,-11.858378404297216,-3.2305197582210807,-0.02062063217742936,-3.2098991260436516,-4.945766854254778,1.7358677282111263,-0.8265536501028399,-0.005275949404212217,-0.8212777006986277,-40.13576451055614,39.31448680985751,-0.8205754973696976,-0.00523779043976171,-0.8153377069299359,9.288708335585019,-10.104046042514955,-4.05707340832392,-0.025896581581641574,-4.0311768267422785,-44.68634478360459,40.655167956862314,-1.6471291474725374,-0.010513739843973927,-1.6366154076285635,-30.34536130334383,28.708745895715264
BGD,9.972700567973897,0.0069338297,-0.0015290295,-0.023399082531410938,0.0054048002471404075,-0.02492811203141094,-0.01799428228427053,4.5935173,0.06914900785754144,4.524368295609255,33.58076110393834,-29.056392808329086,-1.0129501547020123,-0.015248553363098844,-0.9977016013389135,-11.697305167416278,10.699603566077364,-15.501404171782076,-0.23335204365106996,-15.268052128131005,-94.43386715333857,79.16581502520756,3.580567442599603,0.0539004544944426,3.5266669881051604,21.839910242382818,-18.31324325427766,-16.51435432648409,-0.2486005970141688,-16.26575372946992,-105.19917817515999,88.93342444569006,-11.920836729182472,-0.17945158915662734,-11.741385140025844,-71.41077735611285,59.669392216087004
BGR,-0.1196588290366816,0.0037478427,0.00089136,-0.01203644662468674,0.004639202740267515,-0.01114508662468674,-0.007397243884419226,2.4828675,-0.00044846247371403886,2.483315941798055,-0.4033046447491589,2.8866205865472137,0.5905074100239306,-0.00010665909385013651,0.5906140691177807,0.14064135716334467,0.449972711954436,-7.973894859804174,0.0014402671088725339,-7.975335126913047,1.1344374743374497,-9.109772601250496,3.073375061402006,-0.0005551215675641753,3.0739301829695704,-0.26214079848765476,3.336070981457225,-7.383387449780243,0.0013336080150223974,-7.384721057795265,1.2638961706587493,-8.648617228454015,-4.9005197984021684,0.0008851455413083586,-4.901404943943477,0.8581001320843775,-5.759505076027854
BHR,,,1.6400000000000004e-07,-0.009262178056829379,,-0.009262014056829379,,,,,,,0.00010864657965796608,,,,,-6.135999793034014,,,,,,,,,,-6.135891146454356,,,,,,,,,
BHS,0.07873630261582047,0.00018482518,4.626e-06,-0.0006323467940397796,0.00018945118498785794,-0.0006277207940397796,-0.00044289560905192164,0.12244283,1.4552451696228981e-05,0.12242827417698877,0.2656576798751334,-0.14322940569814463,0.00306462852132775,3.6423413590078554e-07,0.003064264287191849,-0.09247312704072022,0.09553739132791207,-0.41891656298842905,-4.978864853365999e-05,-0.4188667743398954,-0.7473652939249046,0.3284985195850092,0.12550745890902054,1.4916685832129768e-05,0.12549254222318842,0.1728407398831326,-0.04734819765994416,-0.4158519344671013,-4.9424414397759204e-05,-0.4158025100527035,-0.8324801560118583,0.4166776459591548,-0.2934091040794085,-3.487196270153022e-05,-0.293374232116707,-0.5651831341481344,0.2718089020314274
BIH,-0.06584156721221932,0.0017871087,-6.766599999999999e-05,-0.005664257168264172,0.0017194427184175848,-0.0057319231682641724,-0.0039448144498465875,1.1839222,-0.00011766603879923454,1.1840398376315115,-0.22204510891794524,1.4060849465494567,-0.044827313775219084,4.455235486982031e-06,-0.04483176901070607,0.07732393618438094,-0.122155705195087,-3.752452241676943,0.0003729435690515606,-3.752825185245994,0.6246371059223699,-4.377462291168364,1.1390949406943038,-0.0001132108033122525,1.139208151497616,-0.14443367483760672,1.2836418263352227,-3.797279555452162,0.0003773988045385426,-3.7976569542567007,0.6958078487204336,-4.493464802977134,-2.613357300982639,0.00025973276573930805,-2.6136170337483784,0.4723918663382503,-3.086008900086629
BIR,,-1.0472869e-06,,,,,,-0.0006938057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,-0.7541219517500751,0.006612722,-0.0016868744999999998,-0.01658627358677454,0.004925847330606461,-0.018273148086774542,-0.01166042625616808,4.38079,-0.004986798693277274,4.385777032305338,-2.5395733264147107,6.925350358720049,-1.1175191752270832,0.001272109090297432,-1.1187912843173806,0.8844151540224504,-2.003206438339831,-10.988060332160478,0.012508073009519135,-11.000568405169997,7.146097323892524,-18.14666572906252,3.2632711243153314,-0.003714689602979842,3.2669858139183114,-1.6518652750655198,4.918851088983831,-12.105579507387562,0.013780182099816568,-12.119359689487379,7.960036357700083,-20.079396047187462,-7.724789207845147,0.008793383406539294,-7.733582591251686,5.4047616321542815,-13.138344223405968
BLZ,0.04602647299875931,0.0011134241,-0.0016628539999999999,-0.0001629966572435441,-0.0005494299223699568,-0.0018258506572435438,-0.0007124265796135009,0.73762023,5.124698324520767e-05,0.7375689875061957,0.1552513932369709,0.5823175942692248,-1.1016060949424846,-7.65353047318789e-05,-1.1015295596377528,-0.053979789148363926,-1.0475497704893888,-0.10798188600727379,-7.502161243508008e-06,-0.10797438384603028,-0.436905065155826,0.32893068130979575,-0.3639858648002294,-2.528832148667124e-05,-0.3639605764787427,0.10107062503959263,-0.4650312015183353,-1.2095879809497583,-8.40374659753869e-05,-1.2095039434837829,-0.4865834714355434,-0.7229204720482394,-0.4719677508075032,-3.279048273017925e-05,-0.471934960324773,-0.3303737746262311,-0.14156118569854192
BMU,,,,-0.0001577855836550312,,,,,,,,,,,,,,-0.1045296584357013,,,,,,,,,,,,,,,,,,,
BOL,1.2458165083237138,0.029639693,-0.015615539500000001,-0.005684400592175886,0.014024153477070807,-0.02129994009217589,0.008339752884894922,19.635677,0.036925618812481256,19.598751718834002,4.166711510665536,15.432040208168466,-10.344969245054058,-0.019454096895481034,-10.325515148158576,-1.4437095347124622,-8.881805613446113,-3.7657968399123583,-0.007081720097657813,-3.7587151198147004,-11.81900126202382,8.060286142209119,9.29070919440314,0.017471521917000223,9.27323767248614,2.7175620440035964,6.555675628482543,-14.110766084966418,-0.02653581699313885,-14.084230267973279,-13.146283587844454,-0.9379466801288245,5.524912354490782,0.01038980181934241,5.51452255267144,-8.953633253959891,14.46815580663133
BRA,22.86307801616415,0.2816677,-0.30940928925000005,-0.136176880057763,-0.027741579899414115,-0.44558616930776307,-0.1639184599571771,186.59898,6.439790813516694,180.15919295113173,70.7048639543256,109.45432899680613,-204.97720116716334,-7.07404871904865,-197.9031524481147,-19.777758137225696,-178.125394310889,-90.21434296810388,-3.113422632758463,-87.10092033534542,-213.91746116061844,126.81654082527302,-18.37821811207028,-0.634257905531956,-17.743960206538322,50.82727218707176,-68.57123239361009,-295.19154413526724,-10.187471351807114,-285.0040727834601,-231.55856085551883,-53.44551192794128,-108.59256108017415,-3.7476805382904192,-104.84488054188373,-160.3776713074317,55.532790765547986
BRB,,,1.3273249999999999e-05,-0.0004259960812013312,,-0.0004127228312013312,,,,,,,0.008793251301494498,,,,,-0.2822135193306208,,,,,,,,,,-0.2734202680291263,,,,,,,,,
BRN,0.24021337242770507,0.0007591546,-0.00023519399999999998,-0.0024381047518505865,0.0005239606163894236,-0.0026732987518505863,-0.001914144135461163,0.5029241,0.0001823590905969642,0.5027417255727942,0.8103462074238273,-0.3076044818510332,-0.1558111198541199,-5.649674391476166e-05,-0.15575462311020516,-0.28206488149582976,0.1263102583856246,-1.615193549612197,-0.0005856653647740424,-1.614607884247423,-2.279672508102245,0.6650646238548219,0.3471129807694543,0.00012586234668220253,0.3469871184227721,0.5272324060525396,-0.18024528762976755,-1.7710046694663168,-0.000642162108688804,-1.7703625073576281,-2.539288359340897,0.7689258519832689,-1.2680805688427426,-0.0004598030180918399,-1.2676207658246508,-1.7239407453188869,0.4563199794942361
BTN,0.13734276906952234,0.0016420425,-0.0005276339999999999,-0.0003152614183841355,0.001114408538151145,-0.0008428954183841355,0.0007991471197670095,1.0878189,0.00022552266911962502,1.0875933383385707,0.46319679807538205,0.6243965402631887,-0.3495465208003125,-7.246671461522834e-05,-0.34947405408569726,-0.16123133960373637,-0.1882427144819609,-0.20885411466802037,-4.3298876181662384e-05,-0.20881081579183872,-1.3037016532564303,1.0948908374645916,0.7382724147058286,0.0001530559545043967,0.7381193587513242,0.30136573187008175,0.4367536268812424,-0.558400635468333,-0.00011576559079689073,-0.5582848698775361,-1.452097687534381,0.8938128176568448,0.5294183000378081,0.0001097570783227343,0.5293085429594854,-0.9860413224198035,1.5153498653792887
BWA,0.48826646223048986,0.005961492,-0.0017071157499999998,-0.001740552714135593,0.004254376442000151,-0.003447668464135593,0.002513823727864558,3.9493642,0.002910796702202602,3.9464533886310496,1.6445991520189054,2.301854236612144,-1.1309285812057526,-0.0008335273678704493,-1.1300950538378822,-0.5726166760098267,-0.5574783778280555,-1.1530798725928153,-0.0008498535160566631,-1.1522300190767587,-4.634086078978636,3.4818560599018773,2.81843566463868,0.0020772693343321523,2.816358395304348,1.0698503816409695,1.7465080136633786,-2.284008453798568,-0.0016833808839271124,-2.282325072914641,-5.161072037291944,2.8787469643773025,1.665355792045865,0.0012274158182754894,1.6641283762275896,-3.5063068653739524,5.170435241601542
CAF,0.3644970077690465,0.029495437,-0.0017557162500000001,-5.577730544655167e-05,0.027739720448198318,-0.0018114935554465518,0.027683943142751764,19.540112,0.010750998419334612,19.52936054332871,1.219135697802487,18.310224845526225,-1.1631253988561614,-0.0006399533196164912,-1.162485445536545,-0.4274477803348238,-0.7350376652017212,-0.036951301581130976,-2.0330660936688223e-05,-0.03693097092019429,-3.4600171883567983,3.423086217436604,18.37698626442005,0.01011104509971812,18.36687521932033,0.7900963243365233,17.576778894983807,-1.2000767004372923,-0.0006602839805531795,-1.1994164164567391,-3.853401068445932,2.6539846519891928,18.340034962838917,0.01009071443878143,18.329944248400135,-2.6266762679899167,20.956620516390053
CAN,-7.979355684829847,0.21322088,-0.028514392500000006,-0.1530581350039002,0.18470648693553923,-0.1815725275039002,0.031648351931639035,141.25438,-1.7013652364483896,142.95574450890933,-25.222596939431412,168.17834144834075,-18.890190342376588,0.2275264798943446,-19.117716822270932,9.143920248979358,-28.26163707125029,-101.39782229878637,1.2213052996528253,-102.61912759843919,74.52381594587555,-177.14294354431473,122.36419540356786,-1.473838756554045,123.83803416012191,-16.043833779182048,139.88186793930396,-120.28801264116296,1.44883177954717,-121.73684442071013,82.92202917866686,-204.658873599377,20.96637310478149,-0.2525334569012196,21.218906561682708,57.53329671847811,-36.314390156795405
CHE,-1.0736069557046735,0.0009944986,0.00027111,-0.010230762252149523,0.0012656086086338758,-0.009959652252149523,-0.008965153643515647,0.6588346,-0.0010677006236679489,0.6599022772304184,-3.6214996211810595,4.2814018984114774,0.1796047207992145,-0.00029106558176109407,0.1798957863809756,1.2612011929825002,-1.0813054066015246,-6.777666621889483,0.010983817516068538,-6.788650439405552,10.180376518068119,-16.96902695747367,0.8384393080106584,-0.0013587662054290429,0.8397980742160874,-2.355610370773711,3.1954084449897984,-6.5980619010902695,0.010692751934307444,-6.608754653024577,11.341244266707573,-17.94999891973215,-5.939227313878825,0.009625051310639496,-5.948852365189464,7.697391441589694,-13.646243806779157
CHL,-0.5277867862190498,0.010595734,-0.0013535917499999997,-0.022799271443950997,0.009242142481173993,-0.024152863193950998,-0.013557128962777004,7.0194526,-0.0055922885175024965,7.025044860386399,-1.775267165738036,8.800312026124434,-0.8967263042118332,0.0007144078395851194,-0.8974407120514183,0.6191508979091898,-1.516591609960608,-15.104041835846418,0.012033154203538652,-15.116074990049958,4.998054839486666,-20.114129829536623,6.12272664201916,-0.004877880677917377,6.1276045226970774,-1.153811674576696,7.281416197273773,-16.000768140058252,0.012747562043123772,-16.013515702101376,5.567881665994561,-21.581397368095935,-8.981315193827259,0.007155273525621276,-8.98847046735288,3.781625568952459,-12.770096036305338
CHN,59.65471198748471,0.24541116,0.04468692575,-2.849775959131978,0.2900980833580322,-2.805089033381978,-2.5596778757739456,162.57977,14.63993192562238,147.93984102359636,186.6471457940065,-38.70730477041013,29.60415633028652,2.6657856852223643,26.938370645064158,-72.72795330858952,99.66632395365367,-1887.9171387267625,-170.00256407087613,-1717.9145746558863,-396.27791907009544,-1321.6366555857908,192.18393001330318,17.305717610844745,174.87821240245844,113.65870496742909,61.21950743502936,-1858.312982396476,-167.33677838565376,-1690.9762040108221,-463.43086870234595,-1227.5453353084763,-1695.7332087134591,-152.6968464600314,-1543.0363622534278,-275.5416692498408,-1267.494693003587
CIV,,0.011098975,-0.0228725775,-0.002936116069188713,-0.01177360218430996,-0.025808693569188714,-0.014709718253498674,7.3528395,,,,,-15.152605569126537,,,,,-1.9451156609521076,,,,,-7.7997658998709465,,,,,-17.097721230078644,,,,,-9.744881560823055,,,,
CMR,2.8217002300985135,0.023910027,-0.0074675950000000005,-0.002101874931008575,0.016442431997327804,-0.009569469931008576,0.014340557066319228,15.839893,0.06746692868002153,15.772426412384432,9.453520960778636,6.318905451605795,-4.947125945249567,-0.02107131452978251,-4.9260546307197846,-3.292907211517433,-1.6331474192023516,-1.3924483056274697,-0.005930860976465193,-1.3865174446510045,-26.779443107711938,25.392925663060932,10.892768279075398,0.046395614150239024,10.846372664925159,6.148292600946039,4.69808006397912,-6.339574250877038,-0.027002175506247707,-6.312572075370791,-29.80864962179534,23.496077546424548,9.500319973447926,0.04046475317377383,9.459855220274152,-20.296378796797033,29.756234017071186
COD,8.198027286254169,0.18723552,-0.15233634775,-0.0009217518105354108,0.03489917153997041,-0.1532580995605354,0.033977419729435,124.03962,1.534961896095146,122.50465754970564,26.126841574265097,96.37781597544054,-100.91965329648775,-1.2488575355428038,-99.67079576094496,-8.379410589043532,-91.29138517190142,-0.6106413506598167,-0.00755654649392348,-0.6030848041658933,-77.81333467559143,77.21024987142555,23.119973297039127,0.28610436055234234,22.833868936486784,17.711634192782007,5.122234743704777,-101.53029464714757,-1.2564140820367273,-100.27388056511084,-85.42660239449282,-14.847278170618026,22.509331946379312,0.2785478140584189,22.230784132320892,-59.12907143323285,81.35985556555374
COG,1.0483717489653703,0.023717083,-0.004137686000000001,-0.001037817941322246,0.019579397036899565,-0.005175503941322246,0.01854157909557732,15.712072,0.024864319823751316,15.687208052612773,3.512554159905886,12.174653892706887,-2.7411306804795794,-0.004337833108489528,-2.73679284737109,-1.2269345133747875,-1.5098583339963025,-0.6875327416605715,-0.001088019010251643,-0.6864447226503199,-9.9507236776082,9.26427895495788,12.970942194051544,0.020526486715261787,12.950415707336282,2.281041925507222,10.669373781829059,-3.4286634221401506,-0.005425852118741171,-3.4232375700214095,-11.079683091281256,7.656445521259846,12.283409452390972,0.019438467705010145,12.263970984685962,-7.545300997781115,19.809271982467077
COK,,4.77553e-07,3.96e-06,-2.09075690511804e-05,4.437552987376839e-06,-1.69475690511804e-05,-1.647001606380356e-05,0.00031636888,,,,,0.002623417411253327,,,,,-0.013850828453496932,,,,,0.002939786305667579,,,,,-0.011227411042243606,,,,,-0.010911042147829354,,,,
COL,6.162393324171298,0.05712171,-0.018212628249999998,-0.02539253862850387,0.03890908073914337,-0.04360516687850387,0.0135165421106395,37.841938,0.3520064381399527,37.489931580658876,20.441156184251312,17.048775396407564,-12.065486377710656,-0.11223337874341358,-11.953252998967242,-7.125260855237426,-4.8279921437298166,-16.82202726109589,-0.15647881052805404,-16.665548450567837,-58.340879615215954,41.675331164648114,25.776454511851053,0.23977305939653912,25.536681452454513,13.288986975009793,12.24769447744472,-28.887513638806546,-0.2687121892714676,-28.618801449535077,-64.89023683614349,36.27143538660841,8.954427250755165,0.08329424886848508,8.87113300188668,-44.320774951435396,53.19190795332207
COM,0.0588455923234614,6.560157e-07,-2.2607500000000008e-06,-8.075473809830472e-05,-1.6047343137821307e-06,-8.301548809830472e-05,-8.235947241208685e-05,0.0004345967,3.860363162897256e-08,0.000434558099057676,0.19855690204504495,-0.19812234394598727,-0.001497699725376505,-1.330351728452654e-07,-0.0014975666902036597,-0.06911175462472627,0.0676141879345226,-0.05349832978997347,-4.7520603963207355e-06,-0.05349357772957715,-0.5585950524049644,0.5051014746753872,-0.0010631030149524498,-9.443154121629284e-08,-0.0010630085834112334,0.12918819648013466,-0.1302512050635459,-0.05499602951534998,-4.885095569166002e-06,-0.05499114441978081,-0.6222074192594761,0.5672162748396953,-0.054561432804925925,-4.846491937537029e-06,-0.05455658631298839,-0.4224253065185103,0.3678687202055219
CPV,0.025957974180007573,1.199812e-05,-1.36625e-06,-0.0001423301683718265,1.0631869589406996e-05,-0.00014369641837182648,-0.00013169829878241949,0.007948504,3.114468785104699e-07,0.007948192382660311,0.08758715166655297,-0.07963895928389265,-0.0009051121308396105,-3.546508222343535e-08,-0.0009050766657573871,-0.03048660804673754,0.02958153138098015,-0.09429076814476443,-3.6946028356320026e-06,-0.0942870735419288,-0.2464059127907839,0.15211883924885508,0.007043391867430573,2.7598179628703455e-07,0.007043115885634286,0.056987193851259776,-0.04994407796562549,-0.09519588027560404,-3.7300679178554377e-06,-0.09519215020768618,-0.2744666302974042,0.17927448008971802,-0.08724737627733385,-3.4186210393449677e-06,-0.0872439576562945,-0.18633901709491485,0.09909505943862035
