Country,iso,Fc_mean,Fc_std,Fc_skew,Fc_median,Fc_q17,Fc_q83,Fc_min,Fc_max
Benin,BEN,-0.0018500087716997863,0.0004094842698740455,0.17829643018451216,-0.0018996034590383951,-0.0022411240608739167,-0.0013860328461409764,-0.00239142174168883,-0.00124617217716781
"Bonaire, Saint Eustatius and Saba",BES,-2.776293646447545e-05,3.0540758108750145e-06,0.4685580346403992,-2.8e-05,-3.059650678964036e-05,-2.459e-05,-3.13906725888293e-05,-2.3e-05
Burkina Faso,BFA,-0.0012476674281289878,0.00032366074902249445,0.20476189332168368,-0.0013003697433947603,-0.001569138082078967,-0.0009108464267221746,-0.00165680529307624,-0.0007816157699098881
Bangladesh,BGD,-0.023399082531410938,0.004872290363344276,-0.2967307995960653,-0.02227979863826845,-0.02846504352125609,-0.019037420888018394,-0.0312252069599095,-0.0168618129892153
Bulgaria,BGR,-0.01203644662468674,0.0009269507978435415,0.8719462833295272,-0.012121785713700851,-0.012891426245474043,-0.011558680061408288,-0.0131560691157205,-0.010001157789301302
Bahrain,BHR,-0.009262178056829377,0.0007795614829062493,-0.2802910095389024,-0.0088813320340622,-0.010142473488863404,-0.008514109192105107,-0.0102145798291861,-0.008410941538066392
Bahamas,BHS,-0.0006323467940397797,4.778256492692487e-05,0.2695413168825805,-0.000637,-0.0006790953950159145,-0.0005898899999999999,-0.0006850000000000001,-0.000554
Bosnia and Herzegovina,BIH,-0.005664257168264172,0.00033818087140826834,0.5158642035212606,-0.005682613112804956,-0.005985213657446919,-0.0053734062049164725,-0.006046990805048061,-0.00503834348404267
Belarus,BLR,-0.01658627358677454,0.0005816450337572793,-0.3636301040631373,-0.016419563324351003,-0.017155607213466005,-0.016084860912821464,-0.017501516411098098,-0.0158663982241854
Belize,BLZ,-0.00016299665724354412,2.2146197962305234e-05,0.976737630726793,-0.00016750019701643903,-0.00017553035526869805,-0.00014761,-0.000193,-0.00012
Bermuda,BMU,-0.0001577855836550312,2.085473324036258e-05,-0.09760861154352145,-0.00015450000000000001,-0.0001777,-0.00014145703667264663,-0.00019,-0.000125
Bolivia,BOL,-0.005684400592175886,0.0005028459372668808,0.5943678927891055,-0.005862116915006885,-0.006140179350463424,-0.005201401802000974,-0.00619440571307793,-0.00482624809844107
Brazil,BRA,-0.13617688005776302,0.008984212809436423,-0.28266250918194974,-0.135202629544037,-0.14486723526200904,-0.12992198194506557,-0.15226555676855902,-0.121508758423853
Barbados,BRB,-0.0004259960812013312,6.0150247567549325e-05,0.7064277430520646,-0.00045337134443500254,-0.00046172973951679,-0.0003436618389809159,-0.000497294013710339,-0.000336667206956389
Brunei Darussalam,BRN,-0.002438104751850587,0.0004336438577106168,0.1695311126819811,-0.0024130925823656352,-0.002898741265572712,-0.0019696647430858913,-0.00295207800260679,-0.0017841082735309
Bhutan,BTN,-0.0003152614183841355,5.7829523306266394e-05,-0.4581789753485016,-0.000288502580774664,-0.00038115569971711833,-0.000266877324330055,-0.00040331242895549804,-0.00025060083070685
Botswana,BWA,-0.0017405527141355931,0.00019153671176987813,-0.03325813172489564,-0.0017631666175603,-0.00189872635248148,-0.001531214560984108,-0.0020481057568321,-0.00147958770292037
Central African Republic,CAF,-5.5777305446551676e-05,1.4044100301332432e-05,0.5555752420933832,-5.9499999999999996e-05,-6.571995775000001e-05,-4.195000000000001e-05,-7.62412294655167e-05,-3.2e-05
Canada,CAN,-0.1530581350039002,0.0047103441280221614,0.7427769465778757,-0.154491394422553,-0.15667484731889245,-0.1489548639238022,-0.158849611580535,-0.143717693657372
Switzerland,CHE,-0.010230762252149523,0.0007954119936559451,-0.256430016570566,-0.010237969290812051,-0.010697353452433457,-0.009566206476856461,-0.0117825950498292,-0.00895712025858705
Chile,CHL,-0.022799271443951,0.0010369604880873938,-0.702743566000289,-0.02295725981074265,-0.023169192202024323,-0.022097808823887084,-0.025090389217473,-0.0211588996812071
China,CHN,-2.849775959131978,0.17743821509166305,-0.6032632817677731,-2.774707885149865,-3.039417114934852,-2.7044150097915876,-3.14165853116649,-2.66366657188286
Côte d'Ivoire,CIV,-0.0029361160691887133,0.00027732936331980836,0.08012146164635146,-0.002916103688706255,-0.0032285080550157616,-0.002630783441498349,-0.0032396764020483602,-0.0025670407361038203
Cameroon,CMR,-0.002101874931008575,0.00018210182268927228,0.6103913376904636,-0.0021089777019775748,-0.0022064069812014133,-0.0020109684654711782,-0.00240446947496261,-0.00171615432815649
Democratic Republic of the Congo,COD,-0.0009217518105354107,0.00020411580210952506,-0.22863030623757896,-0.0008851880852126695,-0.0011183573938867897,-0.0007691431447022952,-0.0012687137483154301,-0.000590591630110755
Congo,COG,-0.001037817941322246,0.00015605059338483657,-0.566145650908694,-0.0009819810217694502,-0.0011891302914594348,-0.0009072553830142501,-0.00131013835401462,-0.0008473531171373681
Cook Islands,COK,-2.0907569051180402e-05,1.9462166270657814e-06,0.4570441061529646,-2.2e-05,-2.247e-05,-1.854741288292135e-05,-2.3e-05,-1.8e-05
Colombia,COL,-0.02539253862850387,0.0013024552810399904,0.1945060722339269,-0.0255896630497513,-0.026626794426592527,-0.023962394015030357,-0.0271939480393118,-0.023490192022335703
Comoros,COM,-8.07547380983047e-05,3.275030854544043e-05,-0.5479709855295608,-7.65e-05,-0.0001147057356620321,-4.953e-05,-0.00013676922,-4.4e-05
Cape Verde,CPV,-0.0001423301683718265,8.601155681364738e-06,-0.4154915545201258,-0.00014,-0.00015143666946749998,-0.00013453,-0.000156251363968265,-0.000133
Costa Rica,CRI,-0.002100333695664894,0.00010379005594681483,1.562299791207689,-0.00212404346706176,-0.0021842441068781523,-0.0020539120850184317,-0.0021913231772355403,-0.00184584613509747
Cuba,CUB,-0.0068156055907311,0.0008107578373282175,-0.23674132841143902,-0.006556584365278921,-0.007656928218311449,-0.0061386774058428475,-0.00800075193471864,-0.00579869405690099
Curaçao,CUW,-0.0011780105702253675,0.0006107716770294182,0.0327531547008625,-0.0012660000000000002,-0.00176755,-0.0004962928658301678,-0.002,-0.000480892747857133
Cyprus,CYP,-0.001949751354230826,7.368019273417541e-05,0.6931309798407983,-0.001960686686090015,-0.0020083694809308497,-0.0019004085474087146,-0.00204832733326303,-0.0017969036746382301
Czechia,CZE,-0.02786939852470824,0.0015583965284491328,0.7345752715308713,-0.028554443545227848,-0.02911660030667779,-0.02617974656733251,-0.0294066156747678,-0.0250201324880579
Germany,DEU,-0.20404618471703578,0.017690231500685136,0.33679099901545023,-0.21078605625555003,-0.2181616021153007,-0.1843186600171886,-0.227004048325592,-0.17695328915306002
Djibouti,DJI,-0.000117118254511132,1.4386825840472282e-05,-1.407213098152186,-0.000116556397778277,-0.00012316155466180064,-0.0001052280612328084,-0.00015193511290773003,-0.00010374838817282
Dominica,DMA,-4.4633703548622455e-05,2.0343950137718185e-06,-0.4941348576402526,-4.3909182625e-05,-4.7000000000000004e-05,-4.2999999999999995e-05,-4.8e-05,-4.2000000000000004e-05
Denmark,DNK,-0.009220448370477453,0.0012042438426634755,-0.24398200844652126,-0.009450625889597868,-0.010157049132242166,-0.007926909444963052,-0.0113961083387104,-0.0077221729940526495
Dominican Republic,DOM,-0.006619461487306809,0.0005488822108903832,-0.45903680673400615,-0.006626018954810505,-0.006940777487392607,-0.0061949835122530016,-0.0077441847597635,-0.0058043014239324495
Algeria,DZA,-0.040881203295309386,0.003775808256644278,0.2225622486849291,-0.04106721479174725,-0.04449049501026586,-0.037912096652522154,-0.0464306801732084,-0.034227128161391694
Ecuador,ECU,-0.01023831689506747,0.0007686827990139671,1.0071892821329502,-0.0103011237822635,-0.010704905879929316,-0.009950841500942251,-0.0114208029128565,-0.00845062854105959
Egypt,EGY,-0.06505152331863485,0.0057117004548796636,-0.1233644334004772,-0.06465287713474455,-0.07018058907258984,-0.0601795842324892,-0.0743606947196031,-0.0564829796672018
Eritrea,ERI,-0.00016524268343397092,1.3786759393206173e-05,-0.4807318198994002,-0.00016273503478480097,-0.0001758419277876122,-0.00015209725219799514,-0.00019084354219327902,-0.00015129515726939599
Spain,ESP,-0.0683630713730656,0.005438126706993048,0.6526279943972704,-0.0690669970372285,-0.07358094135120787,-0.06332719140066734,-0.0746669868504205,-0.0578173055284373
Estonia,EST,-0.004139773614802207,0.0010598917359112326,0.3558915363141901,-0.0045322785332237246,-0.005102334945996734,-0.0030335574344948755,-0.00535857642154222,-0.00251043966427487
Ethiopia,ETH,-0.004144937190564083,0.0008027670168708924,0.4987426772588468,-0.0043070399941731,-0.004873026042602945,-0.0033779671845243315,-0.005185420413319651,-0.00266949480994503
Finland,FIN,-0.011885425764192145,0.0013602237842301778,0.08125462698233082,-0.012124590611353701,-0.01294360534934499,-0.010303477074235824,-0.0141154475982533,-0.00992549126637555
Fiji,FJI,-0.0003251725290763668,3.4108657205268965e-05,0.01576604603431532,-0.0003215,-0.000363091640625,-0.00029204548482499997,-0.000370961038961039,-0.00027400000000000005
France,FRA,-0.08746808330836477,0.006217335216257669,0.22387960647335944,-0.08853459422170354,-0.09158372741052961,-0.08184786023945387,-0.0978992953992555,-0.0765529190785552
Faeroe Islands,FRO,-0.0001916979839810852,2.120303354011681e-05,0.01135930749784002,-0.0001955,-0.000211000913775,-0.00016918,-0.00022346725731085202,-0.000163
Micronesia (Federated States of),FSM,-3.8946026557293314e-05,1.194169446109821e-06,0.4955327691984717,-3.9e-05,-4e-05,-3.79445441375e-05,-4.06781068229331e-05,-3.7e-05
Gabon,GAB,-0.0008831955749172213,8.808216833295878e-05,0.06796404124669678,-0.0008786358764649666,-0.000973828891345334,-0.0008146006988042504,-0.00101372430554348,-0.000733856482075296
United Kingdom,GBR,-0.10520653707100744,0.01399912559265849,-0.28981606872857585,-0.10468025330715551,-0.1173972567289665,-0.09168505401613163,-0.13035242021847002,-0.085653596906008
Georgia,GEO,-0.00276011615827471,0.0002865120071659718,0.6294944082122579,-0.00276137824281118,-0.002995539498882745,-0.0025564597498320078,-0.0031675411522611202,-0.00218594471416192
Ghana,GHA,-0.004209249120437552,0.0007988086486248264,-0.40798801557641556,-0.003980074208041945,-0.0051786489992390545,-0.00348166905452244,-0.0053932158474712805,-0.00322889728086885
Guinea,GIN,-0.0008943080084727262,0.0002467127881204197,-0.038419118942235354,-0.0008735,-0.0011554994583588985,-0.00063234,-0.001228,-0.000576
Gambia,GMB,-0.00017044080262165222,2.8884669739641306e-05,0.4992157294411719,-0.0001695,-0.0001963923799,-0.00014913000000000003,-0.000207317856216522,-0.00011600000000000001
Guinea-Bissau,GNB,-8.036805084076596e-05,6.875089341804633e-06,0.8850808308171974,-8.300000000000001e-05,-8.573218287660001e-05,-7.365e-05,-8.8e-05,-6.7e-05
Equatorial Guinea,GNQ,-0.001583677803032529,0.00028054151330922643,0.10041441749041927,-0.00154723273996694,-0.0018563685929286998,-0.001357007573335333,-0.0019891567765073703,-0.00112014582275364
Greece,GRC,-0.018835923871396203,0.0025398370745488247,0.2793494034724591,-0.0195329845307744,-0.020925193201642104,-0.01577952324241943,-0.0223016538946484,-0.015163256926666601
Grenada,GRD,-7.94987544746146e-05,8.492058060076303e-06,0.39598746817825686,-8.1e-05,-8.735156684868862e-05,-7.206e-05,-8.999999999999999e-05,-6.4e-05
Greenland,GRL,-0.0001493796163360071,5.711316424795916e-06,-0.5355304064138514,-0.000148535766921397,-0.0001541284465065504,-0.00014360823498908267,-0.00016038022449544302,-0.000142634170305677
Guatemala,GTM,-0.00463844283092558,0.0006248881786337923,0.6818912245571935,-0.004695905865184735,-0.005250896657784595,-0.0040665586837580715,-0.00529081910730923,-0.00348898534043
Guyana,GUY,-0.0006897062880055181,0.00014601156176518033,-0.5462777624972939,-0.000665617526247206,-0.000828628108380259,-0.0005427449883781023,-0.000932588313310457,-0.0005200000000000001
Hong Kong,HKG,-0.010950593962079508,0.0013972334046275722,0.7765042198223641,-0.011576295630574749,-0.011956360155324391,-0.009182498802343694,-0.0124158716773184,-0.00858645462773663
Honduras,HND,-0.0027506181840298823,0.00016432508456633557,-0.5677182662539383,-0.0027419138676385403,-0.0028796605841441367,-0.002594165043989212,-0.00306189802209093,-0.00255592194323144
Croatia,HRV,-0.004861045065775108,0.00013968800171962909,-0.0891279839313191,-0.004845192596888645,-0.004977768885180131,-0.004780394907696503,-0.00510892464792576,-0.00460742446779476
Haiti,HTI,-0.0007696755978428149,8.661819858415264e-05,-0.5690815098021618,-0.0007383835326411066,-0.0008498642871819041,-0.0006901108579261162,-0.0009307208477969679,-0.0006696814925014421
Hungary,HUN,-0.01280009061093045,0.0006190521960779963,0.37225995583756255,-0.012847512622816599,-0.01344559694533294,-0.01208680666399584,-0.013488955,-0.0118685913537118
Indonesia,IDN,-0.1578151008395883,0.02132314105359352,-0.5944565016814114,-0.1559389317138615,-0.172677890373745,-0.13917681566032403,-0.200915556994602,-0.131586309746428
India,IND,-0.6621421014752247,0.07016250101629173,0.1486936194709801,-0.6608263797220595,-0.7202822656235782,-0.5977101597148256,-0.7719010857701399,-0.54362329102799
Ireland,IRL,-0.010316607319268641,0.00041017181451348647,0.0014890982315195437,-0.010216656838913502,-0.010655163469789765,-0.01003955808917939,-0.0110171613914259,-0.0095863729302425
Iran,IRN,-0.18135374969407042,0.014968905473797936,-0.35815204383266364,-0.1818041595569515,-0.19433263468844655,-0.1684731187932974,-0.2067624288805,-0.160785867578286
Iraq,IRQ,-0.03567207035090743,0.004396727466860783,-0.21865738382792804,-0.0345440693718043,-0.04004099591851573,-0.031061771085153206,-0.0425658966957698,-0.0301681373079384
Iceland,ISL,-0.0009624537123362446,2.5666813647789594e-05,0.4203294549945849,-0.000961993528930131,-0.000985815794050218,-0.0009464740686681225,-0.00100084670032751,-0.000911726462882096
Israel,ISR,-0.01621344183665557,0.000709492832245331,0.007598295291451385,-0.01621477512864715,-0.016920344355077777,-0.015488894291672781,-0.0172202637510914,-0.015201283234786
Italy,ITA,-0.09440230694684607,0.005023756118893074,1.192504432839419,-0.0953142000138933,-0.09814575455377673,-0.092225804399921,-0.100839161467365,-0.08258799773809611
Jamaica,JAM,-0.002109313288700005,0.0001531893769077362,1.007520480997309,-0.0021316812794466753,-0.002216873009441188,-0.0020153469488122023,-0.00231775128581235,-0.00176386628122392
Jordan,JOR,-0.006499234366203076,0.0005864093929371556,0.645850131065742,-0.00674483174993254,-0.007006896172290569,-0.005714398810571117,-0.00706741961721976,-0.0056338768024391
Japan,JPN,-0.3159390172993664,0.02649940288492321,-0.12109769683063765,-0.31795379385374656,-0.33905140102440545,-0.2870734159977812,-0.358978657007964,-0.28184682838949404
Kazakhstan,KAZ,-0.07442127588188588,0.004929695686717438,-0.5656307055456918,-0.0749971945019057,-0.07795426342486103,-0.06963826123012619,-0.0838357226408296,-0.0694361869379771
Kenya,KEN,-0.005060833395021632,0.0008269202844445433,0.31136768617496097,-0.00504537364493823,-0.00595677271041018,-0.004322878934619682,-0.00608376285640482,-0.0036730282509194103
Kyrgyzstan,KGZ,-0.0026773489792299592,0.00021259955239836528,0.21477388894714403,-0.00270246096635706,-0.0027985980101761037,-0.0025144488704970736,-0.00304899536026201,-0.00227851874055199
Cambodia,KHM,-0.003680477804275593,0.0014972897004692206,0.11729817798224891,-0.003603899459347055,-0.005242323360964498,-0.0020867556061479357,-0.005466030409066579,-0.00153840884279476
Kiribati,KIR,-1.6907569051180403e-05,1.7222516440739165e-06,0.5750341992784105,-1.8e-05,-1.8177840858622364e-05,-1.5e-05,-1.86973057062245e-05,-1.4e-05
Saint Kitts and Nevis,KNA,-6.438942468088959e-05,2.3756612134221445e-06,-0.6065787938026544,-6.35815625e-05,-6.647e-05,-6.287362725018103e-05,-6.900000000000001e-05,-6.1e-05
South Korea,KOR,-0.1725610251949476,0.006133866135530304,0.05075187016882478,-0.17313837079162753,-0.17741995517045056,-0.16634746146554852,-0.182906304182362,-0.163109700210739
Kuwait,KWT,-0.026186502371857462,0.0030312936991052962,0.7946745902079567,-0.02646468612496395,-0.028970263902842474,-0.02393161108957141,-0.029503018179529602,-0.0201400410578427
Laos,LAO,-0.004310149824960448,0.001930553812609678,0.8290717170741269,-0.005350103213063621,-0.005757624472947265,-0.001905802185808728,-0.00610691304565927,-0.00116298016842796
Lebanon,LBN,-0.006525625536548787,0.0008097619981016156,0.41129879033279193,-0.006775844213355959,-0.007175878185747164,-0.005700256316361519,-0.007593909345772001,-0.005293023842055941
Liberia,LBR,-0.00020576227251522112,5.778548115295264e-05,0.6028682166404923,-0.0002314038390815435,-0.00024329899584987175,-0.00013184120600929282,-0.000278274593409824,-0.000115111268256739
Libya,LBY,-0.013278852395995031,0.0019199878120140024,0.0944607245329416,-0.013225624510839949,-0.014723774397617899,-0.011984086044283238,-0.016622226481954,-0.00973642645484631
Saint Lucia,LCA,-0.0001345042879527656,3.444732771702288e-06,-0.20672293555584745,-0.0001335,-0.00013849291977715766,-0.00013153,-0.00013900000000000002,-0.00013000000000000002
Liechtenstein,LIE,-4.236605654393644e-05,4.0028994392501115e-06,-1.7392585241031957,-4.137002599602385e-05,-4.379692161161153e-05,-3.943918206956366e-05,-5.25504603328591e-05,-3.87361839778703e-05
Sri Lanka,LKA,-0.005534604791669781,0.0007327676585772172,0.9370378485361497,-0.005578857278126845,-0.006257236044209132,-0.005082347318070225,-0.0063043806618489195,-0.00396029255329199
Lesotho,LSO,-0.0006675586635220314,7.16151257219216e-05,-1.1955296032890055,-0.0006495,-0.0007114371491510955,-0.00060824,-0.000829465041281813,-0.000593
Lithuania,LTU,-0.00363304701930404,9.02049384676256e-05,-0.23310156038487206,-0.003616244937227075,-0.0037201570494541465,-0.0035473445956416523,-0.0037803207314410503,-0.00351660162936681
Luxembourg,LUX,-0.0024822464827758363,0.0002510359845540026,0.7045271064772968,-0.0025393151574372302,-0.0026712038548200993,-0.0022538541274385337,-0.00282032296360399,-0.00198600537415597
Latvia,LVA,-0.001981196428378263,9.146443378515172e-05,0.017442271807613274,-0.00197235595543261,-0.0020470050815167254,-0.0019351322473244754,-0.0021444698166145,-0.00180669119903043
Macao,MAC,-0.00036593410108896266,9.560403411401068e-05,-0.6934184693945605,-0.000335,-0.00048441,-0.00028826691623430785,-0.000526,-0.00027
Morocco,MAR,-0.01715483333104747,0.001492133941711205,-0.37243322919875216,-0.01684175233910585,-0.01898231674724574,-0.015790030795663147,-0.019278490335716603,-0.0154493496569409
Moldova,MDA,-0.001432563861794397,0.00011421207286794112,-0.3237761992073,-0.00142758800312494,-0.0015472127493739475,-0.0013220761322394296,-0.00160440329201417,-0.00129880354803493
Madagascar,MDG,-0.0010404580943902668,0.0001545115704686408,-0.07634853977774345,-0.001058305956493805,-0.0011966913257664565,-0.0008783115728540102,-0.00125593983484573,-0.000861863524814792
Maldives,MDV,-0.00043759220491864623,9.070747717365341e-05,-0.02270346725574817,-0.0004315,-0.000536409973375,-0.0003543,-0.000566666786686462,-0.000298
Mexico,MEX,-0.125745377270631,0.004581111494645575,0.3997912813815896,-0.125717681827067,-0.12895174020162312,-0.12241212255461119,-0.133003105242186,-0.11739767554692401
Marshall Islands,MHL,-3.9678971961253055e-05,1.0260599962647204e-06,-0.5422715345255907,-3.99595475e-05,-4e-05,-3.9e-05,-4.1870624612530505e-05,-3.8e-05
North Macedonia,MKD,-0.001948094442034172,0.00011318861931486255,-0.4299302455363944,-0.001930891405303555,-0.0020642100000000004,-0.001833185891504749,-0.00214317514593967,-0.0018160000000000001
Mali,MLI,-0.0013456659914899553,0.00043916413578406625,-0.05934049933369126,-0.00130527864569752,-0.0018158948416762742,-0.0008769079755547157,-0.00195835213759353,-0.0007487429978626739
Malta,MLT,-0.0004814353916484716,9.909604910907115e-05,-1.1820211198330817,-0.00044481865720524,-0.0005666621830240172,-0.0004209746540393014,-0.000663059825327511,-0.000375437819323144
Myanmar,MMR,-0.007041040389737474,0.0021732080035219772,0.3745317327159746,-0.007366974731431975,-0.00921418561780789,-0.005062093133495213,-0.00943285461235203,-0.0034290203911657804
Montenegro,MNE,-0.0006175897054008828,4.373409579580633e-05,0.1941573957197427,-0.0006261064709354215,-0.00065594,-0.00057453,-0.0006760000000000001,-0.00055
Mongolia,MNG,-0.009714005706178735,0.002202524918554465,0.02214354627611535,-0.009582964078262105,-0.012099577560634777,-0.007567210165391939,-0.0128969768861399,-0.0063446603964129
Mozambique,MOZ,-0.0019169635759035647,0.00038287884303138045,1.475524708786241,-0.0019236158999796698,-0.0022076987112918094,-0.0017901590078963203,-0.0023315709388509,-0.0009758530001957671
Mauritania,MRT,-0.0009320647269357412,0.0002449173604720432,0.029521109924811783,-0.0009565543634496921,-0.001184604295695159,-0.0006873219186814914,-0.00126549939663577,-0.000563028936512202
Montserrat,MSR,-8.892826412479118e-06,3.453548625164871e-06,-0.7544670586481212,-8e-06,-1.3e-05,-6e-06,-1.5e-05,-5.85265007534036e-06
Mauritius,MUS,-0.001157262337372955,6.270815432166855e-05,0.2994401240385036,-0.0011485,-0.0012249900000000002,-0.00111260976171948,-0.001238,-0.001039
Malawi,MWI,-0.000407889247320642,0.00010722848602419395,-0.17666511866981174,-0.00039112724217210606,-0.0005223153046568573,-0.0003046591278892096,-0.0005588716439214911,-0.000284050023728936
Malaysia,MYS,-0.0687370494917164,0.0054321999464161976,-0.37853987068493256,-0.0678012361882391,-0.07318426510194184,-0.06380809883620564,-0.0783446425124084,-0.0623359175908047
Namibia,NAM,-0.0010415816426915404,0.00013031453061061716,1.9408295342172925,-0.001072195652639705,-0.0011276411060774049,-0.0010039007203211678,-0.0011506968184542602,-0.000700799126637554
New Caledonia,NCL,-0.001399253603541248,0.00015793762339757938,0.5933762940461258,-0.0013952495359320699,-0.0015353828158220708,-0.0012874040789677644,-0.00161381223292003,-0.0010835505255756299
Niger,NER,-0.0006180060810618773,9.70919041838298e-05,-0.15721855653486358,-0.0005845120817266126,-0.0007324042146354895,-0.0005414484529893902,-0.0007497332672533351,-0.000475448748175984
Nigeria,NGA,-0.028699805991410594,0.0025035070186774184,0.03554833280150254,-0.02876885771137505,-0.03125843050034312,-0.02639834452078237,-0.0321152336463597,-0.024956518506630002
Nicaragua,NIC,-0.00141768894301618,9.964107593561724e-05,0.5616418325338239,-0.0014504227971428,-0.0014953714039429476,-0.0012955412024320075,-0.00153547350257683,-0.00125693450908057
Niue,NIU,-2.211952116797823e-06,4.161374638654777e-07,-1.4860165737806321,-2e-06,-2.511063558255447e-06,-2e-06,-3e-06,-2e-06
Netherlands,NLD,-0.04166451644930285,0.003663684413372239,0.8114983664862281,-0.0430382751484876,-0.044800660288537915,-0.03773670186698648,-0.0449665886339616,-0.0347273457844803
Norway,NOR,-0.01184705240174672,0.0004874055661246992,0.4922631105134712,-0.01208651746724895,-0.012229694323144085,-0.011226962336244529,-0.0124164847161572,-0.0111375545851528
Nepal,NPL,-0.0032213059782421824,0.0010352368163614465,0.39295340356465186,-0.003548679731395735,-0.004142153324666547,-0.0019837870426342987,-0.004377024184402021,-0.00169700867513896
Nauru,NRU,-1.466374369007541e-05,9.125567492792429e-07,0.19447601037420834,-1.5e-05,-1.5207400953750001e-05,-1.4e-05,-1.6196158275754098e-05,-1.3e-05
New Zealand,NZL,-0.009516786388987898,0.0003893481152826287,1.0955577739695979,-0.009644238988002696,-0.00975692279291718,-0.00930344574457092,-0.010025059976347001,-0.00862720767893821
Oman,OMN,-0.01767741707790812,0.0011547093841271154,-0.8345448580383441,-0.017322381468660452,-0.018722938288169816,-0.016705323536156447,-0.019878010465100602,-0.0166071202947515
Pakistan,PAK,-0.0522894611901986,0.0069123821630989865,0.5900179254253218,-0.05462819938946195,-0.05738041339554569,-0.043913225720523044,-0.060983011667784505,-0.0410439238649488
Panama,PAN,-0.002998223026765185,0.00024038928160462163,-2.2515513630681867,-0.002940013990745175,-0.0030210889840625137,-0.0028598005288722,-0.00365195802992133,-0.00281777982084721
Peru,PER,-0.014085005479724999,0.0012931635277211046,0.4310227872495205,-0.0142696758948872,-0.015169510653006158,-0.013063955042975152,-0.0158987937707208,-0.011671938876715
Philippines,PHL,-0.03489783011350956,0.005252589685302496,0.5402125809387862,-0.03651853109378445,-0.039414144226724464,-0.029201418429848778,-0.0410098581604214,-0.026144739204494498
Palau,PLW,-5.891982234906822e-05,1.7298767616232524e-06,-0.15085679819592265,-5.85e-05,-6.0239340915620634e-05,-5.7853824125000003e-05,-6.2e-05,-5.6e-05
Papua New Guinea,PNG,-0.001903252501496575,0.00022893017128459926,0.6840480676263668,-0.001962041392808095,-0.0021114771749304955,-0.0017242703833786764,-0.0021160076755912904,-0.00145502688816967
Poland,POL,-0.08752320221870652,0.0031126771006106647,-0.060684249577889655,-0.0872887641716521,-0.0909857270912924,-0.08495388789010806,-0.09191235355851791,-0.082541678623686
North Korea,PRK,-0.011056880501767405,0.0031430858561660147,0.36019994901825797,-0.0127397828318905,-0.013842093291198008,-0.007453469721363523,-0.014400715064430001,-0.00672039623144963
Portugal,PRT,-0.01297572263649852,0.0013978556149767533,0.24245250981119187,-0.013112515397494199,-0.014126609737727537,-0.011256601673664431,-0.0150559930413725,-0.010994571726509101
