iso,CSCC_median,SLAND_mean,SLAND_std,SLAND_total_forest_mean,SLAND_total_forest_std,SLAND_managed_forest_mean,SLAND_managed_forest_std,ELUC_mean,ELUC_std,EFOS_mean,F_ab_upper,F_ab_lower,F_ac,F_abc_upper,F_abc_lower
BGR,-0.11585507799468978,0.0037478432,0.0020938534,0.0023606052,0.0014030772,0.0023606052,0.0014030772,0.00089136,0.0007886324659404617,-0.01203644662468674,0.004639203205928802,0.0032519651690876483,-0.01114508662468674,-0.0073972434187579384,-0.008784481455599093
BHR,,,,,,,,1.6400000000000004e-07,4.2085072571320746e-07,-0.009262178056829379,,,-0.009262014056829379,,
BHS,0.0749275241607268,0.00018482517,0.00027535178,2.6771642e-07,1.166949e-06,2.6771642e-07,1.166949e-06,4.626e-06,5.955447982030123e-06,-0.0006323467940397796,0.00018945117043594272,4.893716416146868e-06,-0.0006277207940397796,-0.00044289562360383687,-0.0006274530776236327
BIH,-0.06639385277445649,0.0017871091,0.0012976466,0.001223999,0.0009005793,0.001223999,0.0009005793,-6.766599999999999e-05,0.0003592779462533152,-0.005664257168264172,0.0017194430676635503,0.0011563329591762423,-0.0057319231682641724,-0.003944814100600622,-0.00450792420908793
BIR,,-1.047287e-06,4.555485e-06,0.0,0.0,0.0,0.0,,,,,,,,
BLR,-0.7364312250924342,0.006612722,0.005297875,0.005500084,0.0043595806,0.005500084,0.0043595806,-0.0016868744999999998,0.0013961769962115593,-0.01658627358677454,0.004925847330606461,0.003813209289229393,-0.018273148086774542,-0.01166042625616808,-0.012773064297545147
BLZ,0.04497117361091494,0.0011134242,0.0009704802,0.00070929836,0.00057682995,0.00060504954,0.00053706765,-0.0016628539999999999,0.0006181794694860061,-0.0001629966572435441,-0.000549429805954635,-0.000953555642166823,-0.0018258506572435438,-0.0007124264631981791,-0.001116552299410367
BMU,,,,,,,,,,-0.0001577855836550312,,,,,
BOL,1.0884618168929392,0.029639704,0.024674274,0.025496827,0.021804385,0.016910939,0.016501173,-0.015615539500000001,0.005052381586008358,-0.005684400592175886,0.014024164652941703,0.0098812879384737,-0.02129994009217589,0.008339764060765817,0.004196887346297815
BRA,21.33778105807273,0.28166777,0.24710637,0.24154212,0.21559864,0.1254366,0.11401528,-0.30940928925000005,0.11147832046872558,-0.136176880057763,-0.02774152029476934,-0.06786717344246679,-0.44558616930776307,-0.16391840035253233,-0.20404405350022978
BRB,,,,,,,,1.3273249999999999e-05,1.306619052810216e-05,-0.0004259960812013312,,,-0.0004127228312013312,,
BRN,0.23082912950849382,0.00075915456,0.0010243931,0.00035711098,0.0005674742,0.00035711098,0.0005674742,-0.00023519399999999998,8.773988593944416e-05,-0.0024381047518505865,0.0005239605581817627,0.00012191698462343217,-0.0026732987518505863,-0.0019141441936688238,-0.002316187767227154
BTN,0.12094768059032056,0.0016420425,0.0013713593,0.0016140154,0.0013693335,0.0014503292,0.0012918267,-0.0005276339999999999,0.001258081180576463,-0.0003152614183841355,0.001114408538151145,0.0010863814330059887,-0.0008428954183841355,0.0007991471197670095,0.0007711200146218531
BWA,0.4678718888939608,0.0059614927,0.005576051,0.0,0.0,0.0,0.0,-0.0017071157499999998,0.0028976871630409396,-0.001740552714135593,0.004254376907661438,-0.0017071157499999998,-0.003447668464135593,0.002513824193525845,-0.003447668464135593
CAF,0.35195808605730045,0.029495442,0.014058375,0.028104356,0.013623323,0.027784515,0.013374442,-0.0017557162500000001,0.0012543292544408941,-5.577730544655167e-05,0.027739726036133765,0.026348639308753013,-0.0018114935554465518,0.027683948730687212,0.02629286200330646
CAN,-7.829640724442383,0.21322086,0.093556136,0.17261891,0.06979075,0.10519484,0.04322378,-0.028514392500000006,0.011848619741094732,-0.1530581350039002,0.18470647203437804,0.14410451817028044,-0.1815725275039002,0.03164833703047784,-0.008953616833619754
CHE,-1.050648891091317,0.0009944984,0.0008748097,0.000616194,0.00073417946,0.000616194,0.00073417946,0.00027111,0.0004145185244248239,-0.010230762252149523,0.0012656083758032322,0.0008873039818412065,-0.009959652252149523,-0.00896515387634629,-0.009343458270308316
CHL,-0.5154150450455871,0.010595732,0.011309546,0.007738611,0.0074739247,0.004776759,0.0059867236,-0.0013535917499999997,0.004251053522324113,-0.022799271443950997,0.009242140618528844,0.0063850194452364445,-0.024152863193950998,-0.013557130825422153,-0.016414251998714553
CHN,54.07124489355239,0.2454111,0.0842786,0.10857882,0.046479005,0.107122004,0.046282,0.04468692575,0.02844048195216115,-2.849775959131978,0.29009802375338745,0.15326574925683212,-2.805089033381978,-2.5596779353785903,-2.6965102098751457
CIV,,0.011098976,0.0081311045,0.009478194,0.006127278,0.009063685,0.006046198,-0.0228725775,0.0098660982701989,-0.002936116069188713,-0.011773601252987386,-0.013394383792235853,-0.025808693569188714,-0.014709717322176099,-0.016330499861424565
CMR,2.6913166308086183,0.023910021,0.010325691,0.022657959,0.010174439,0.02003439,0.008870696,-0.0074675950000000005,0.0028777482821241793,-0.002101874931008575,0.016442426409392356,0.015190363790659904,-0.009569469931008576,0.01434055147838378,0.013088488859651328
COD,8.039145889023391,0.18723546,0.06911066,0.18516414,0.06862905,0.12804766,0.047167864,-0.15233634775,0.006878764244655881,-0.0009217518105354108,0.03489911193532563,0.03282779092473603,-0.1532580995605354,0.033977360124790225,0.031906039114200625
COG,1.019946656845045,0.023717087,0.011032209,0.023620471,0.010904967,0.015530223,0.007029497,-0.004137686000000001,0.00172362628427607,-0.001037817941322246,0.019579400762189864,0.019482785358299254,-0.005175503941322246,0.018541582820867618,0.018444967416977008
COK,,4.775531e-07,1.8726049e-06,0.0,0.0,0.0,0.0,3.96e-06,5.158735310131738e-06,-2.09075690511804e-05,4.437553101063677e-06,3.96e-06,-1.69475690511804e-05,-1.6470015950116722e-05,-1.69475690511804e-05
COL,5.848718456826736,0.05712171,0.04160126,0.05064551,0.03546283,0.024577878,0.021313703,-0.018212628249999998,0.0015838827261604911,-0.02539253862850387,0.03890908073914337,0.03243288334739494,-0.04360516687850387,0.0135165421106395,0.007040344718891072
COM,0.055663577635022755,6.56015e-07,1.7577986e-05,0.0,0.0,0.0,0.0,-2.2607500000000008e-06,3.076364019964695e-06,-8.075473809830472e-05,-1.604734995903157e-06,-2.2607500000000008e-06,-8.301548809830472e-05,-8.235947309420788e-05,-8.301548809830472e-05
CPV,0.0248751492631675,1.19981205e-05,3.5326088e-05,0.0,0.0,0.0,0.0,-1.36625e-06,2.470518214869099e-06,-0.0001423301683718265,1.0631870498901698e-05,-1.36625e-06,-0.00014369641837182648,-0.00013169829787292478,-0.00014369641837182648
CRI,0.6486635764218317,0.0044707987,0.0026296326,0.0035538287,0.002048328,0.0030157894,0.001763444,-0.00103498875,0.0007305623925777431,-0.002100333695664894,0.0034358099026191233,0.002518839940201044,-0.003135322445664894,0.0013354762069542293,0.0004185062445361499
CUB,0.5756834653689237,0.0039722626,0.0028530015,0.00085186644,0.0009434657,0.00085186644,0.0009434657,0.0008590067500000001,0.0008429571367451512,-0.0068156055907311,0.004831269359750033,0.0017108731899161936,-0.0059565988407311,-0.0019843362309810673,-0.005104732400814906
CUW,,,,,,,,,,-0.0011780105702253675,,,,,
CYM,,6.561457e-07,2.7448575e-06,0.0,0.0,0.0,0.0,,,,,,,,
CYN,,4.3281834e-05,6.4766944e-05,-1.697305e-07,7.3983796e-07,-1.697305e-07,7.3983796e-07,,,,,,,,
CYP,0.10834675169362881,5.819056e-05,7.836824e-05,4.8757115e-06,1.086064e-05,4.8757115e-06,1.086064e-05,0.0001032145,7.409468768407086e-05,-0.0019497513542308259,0.00016140505877509527,0.00010809021151097654,-0.0018465368542308258,-0.0017883462954557305,-0.0018416611427198493
CZE,-1.1304523035258454,0.001035104,0.0015319786,0.00080242613,0.0011300171,0.00080242613,0.0011300171,0.0022949985,0.0037644549537544387,-0.02786939852470824,0.003330102540056467,0.0030974246333048345,-0.02557440002470824,-0.024539295984651772,-0.024771973891403405
DEU,-4.6563398628386095,0.0018478096,0.008267578,0.0014431666,0.0063721295,0.0014431666,0.0063721295,0.005563576000000001,0.01087583239891608,-0.2040461847170358,0.00741138564627862,0.007006742634999216,-0.19848260871703582,-0.1966347990707572,-0.1970394420820366
DJI,0.15199183973505365,1.9066223e-05,8.372714e-05,0.0,0.0,0.0,0.0,-1.01125e-05,8.394090957334214e-06,-0.00011711825451113203,8.953723103436641e-06,-1.01125e-05,-0.00012723075451113203,-0.00010816453140769538,-0.00012723075451113203
DMA,,,,,,,,8.412e-06,1.7029006978290503e-05,-4.4633703548622455e-05,,,-3.6221703548622455e-05,,
DNK,-0.5498591076977375,0.0010420134,0.0012002657,3.3780383e-05,0.00010033181,3.3780383e-05,0.00010033181,-0.0005455904999999999,0.0004279131387010686,-0.009220448370477453,0.0004964229058222175,-0.0005118101169083472,-0.009766038870477453,-0.008724025464655236,-0.0097322584873858
DOM,1.3825557072436392,0.002137314,0.0020020672,0.0011633418,0.001076165,0.0011633418,0.001076165,-0.00012690025000000003,0.0007376678128210896,-0.00661946148730681,0.002010413812565565,0.0010364415534762144,-0.0067463617373068096,-0.0046090476747412444,-0.005583019933830595
DZA,2.630853157252324,-0.0023920988,0.005472424,2.5441606e-05,0.00013725577,2.5441606e-05,0.00013725577,-0.00013717649999999998,0.0006357761709011017,-0.04088120329530939,-0.0025292752732708453,-0.00011173489366011786,-0.041018379795309395,-0.04341047856858024,-0.04099293818896951
ECU,1.3560217896864222,0.016386107,0.00836104,0.015114172,0.007814313,0.012258665,0.0056610033,-0.0058544385,0.0016941294198546343,-0.01023831689506747,0.010531668110298157,0.009259733861791134,-0.016092755395067472,0.0002933512152306864,-0.0009785830332763364
EGY,14.041140256075762,0.00057376036,0.0010645335,3.1741616e-05,0.00014132212,3.1741616e-05,0.00014132212,-0.0007121800000000001,0.0008203706881213314,-0.06505152331863485,-0.00013841963579535493,-0.0006804383838875872,-0.06576370331863486,-0.06518994295443022,-0.06573196170252245
ERI,0.25146026016724937,0.0017517438,0.0014557295,0.0,0.0,0.0,0.0,-0.00041367324999999996,0.0005185930907428771,-0.00016524268343397092,0.001338070589122355,-0.00041367324999999996,-0.0005789159334339709,0.001172827905688384,-0.0005789159334339709
ESH,,3.0331976e-05,0.00010184184,0.0,0.0,0.0,0.0,,,,,,,,
ESP,2.6515421363600984,0.0076701753,0.007182055,0.0031428726,0.0030664408,0.0031428726,0.0030664408,0.0033924860000000005,0.0014515761794534475,-0.06836307137306559,0.011062661284147263,0.006535358592434287,-0.06497058537306559,-0.05730041008891833,-0.0618277127806313
EST,-0.20382805233771945,0.0017955371,0.0013476515,0.0015723326,0.0011135776,0.0015723326,0.0011135776,-0.0001754115,0.0003456041235677028,-0.004139773614802208,0.001620125571302533,0.001396921077779889,-0.004315185114802208,-0.0025196480434996745,-0.0027428525370223186
ETH,7.058222485836649,0.0509352,0.015381746,0.015382712,0.0052396124,0.015175379,0.0051962105,-0.01725881775,0.025839082242227873,-0.004144937190564082,0.033676383596874235,-0.0018761059743990886,-0.021403754940564082,0.02953144640631015,-0.006021043164963171
FIN,-1.7186913903710832,0.009680908,0.0046750163,0.008842223,0.0043651825,0.0087406915,0.004308046,-0.00593503475,0.00396674021817221,-0.011885425764192143,0.0037458734233226775,0.002907188573881626,-0.017820460514192143,-0.008139552340869466,-0.008978237190310517
FJI,0.04771929923419551,0.0004968752,0.00093836035,0.00024693302,0.00042087203,0.00024693302,0.00042087203,5.7844e-05,8.050425251707722e-05,-0.00032517252907636685,0.0005547192036802471,0.00030477702111700176,-0.00026732852907636686,0.00022954667460388026,-2.0395507959365092e-05
FLK,,0.0002381323,0.0002775569,0.0,0.0,0.0,0.0,,,,,,,,
FRA,-0.5403967054153639,0.00860011,0.010582403,0.008022737,0.0057117036,0.0028780329,0.0047014593,0.011545676749999999,0.01046199845236869,-0.08746808330836475,0.02014578693812656,0.019568413507993695,-0.07592240655836476,-0.06732229637023819,-0.06789966980037106
FRO,,4.3914074e-06,1.243045e-05,0.0,0.0,0.0,0.0,,,-0.0001916979839810852,,,,,
FSM,,,,,,,,1.5190000000000002e-05,2.141236346911133e-05,-3.894602655729331e-05,,,-2.3756026557293305e-05,,
GAB,0.37577534008047236,0.01864404,0.0086921165,0.017833585,0.008605754,0.013433679,0.006540867,-0.00213823825,0.0005100790017957185,-0.0008831955749172211,0.016505802200453758,0.015695346669571876,-0.003021433824917221,0.015622606625536536,0.014812151094654655
GBR,-3.2987156801063904,0.004495315,0.004271744,0.000363578,0.00036026433,0.000363578,0.00036026433,-0.00303592425,0.001636928106133839,-0.10520653707100744,0.0014593905380733013,-0.0026723462487299294,-0.10824246132100744,-0.10374714653293414,-0.10787888331973737
GEO,-0.006056005909597471,0.0017533174,0.0013162588,0.0010926975,0.00082962116,0.0009055938,0.000764101,0.0014747287499999998,0.0007018737127534056,-0.0027601161582747097,0.0032280461750274895,0.0025674262437319754,-0.0012853874082747099,0.0004679300167527798,-0.0001926899145427343
GHA,4.127925959212479,0.0073309653,0.0035210815,0.004030581,0.0022567243,0.004030581,0.0022567243,-0.0026741875,0.003514915933290629,-0.004209249120437552,0.004656777750730515,0.0013563935980498792,-0.006883436620437552,0.0004475286302929628,-0.002852855522387673
GIN,1.9954550790114298,0.0076468256,0.0032451137,0.0059601595,0.0026018142,0.0059601595,0.0026018142,-0.00459697625,0.0011109526906733025,-0.0008943080084727264,0.0030498493802177907,0.001363183219395876,-0.005491284258472727,0.0021555413717450644,0.0004688752109231496
GMB,0.2476834354055343,0.00018033772,0.00020425333,0.0,0.0,0.0,0.0,-0.00027755725,0.0002747954666370062,-0.00017044080262165222,-9.72195264226049e-05,-0.00027755725,-0.00044799805262165217,-0.0002676603290442571,-0.00044799805262165217
GNB,0.20401432386985446,0.000836969,0.0005175509,0.00058661023,0.00032679184,0.00058661023,0.00032679184,-0.000476122,0.000298417991505204,-8.036805084076595e-05,0.0003608470040126443,0.00011048822922024132,-0.0005564900508407659,0.00028047895317187836,3.0120178379475365e-05
GNQ,0.3207200407018551,0.0017893118,0.0010171437,0.0016782486,0.00097615976,0.0014450585,0.00096758705,-0.0007844502499999999,0.00026253693581078575,-0.001583677803032529,0.001004861511967838,0.0008937983845618964,-0.002368128053032529,-0.000578816291064691,-0.0006898794184706326
GRC,0.7151305717717316,0.0044967355,0.0021512306,0.0017662486,0.00084283703,0.0017662486,0.00084283703,0.0015782357500000001,0.0019014594512612982,-0.018835923871396196,0.006074971270660878,0.0033444843561453823,-0.017257688121396195,-0.012760952600735318,-0.015491439515250813
GRD,,,,,,,,9.630750000000001e-06,1.5421211633655767e-05,-7.94987544746146e-05,,,-6.98680044746146e-05,,
GRL,,0.0005596766,0.0015857909,0.0,0.0,0.0,0.0,,,-0.0001493796163360071,,,,,
GTM,2.1598793043078186,0.00835971,0.0046119965,0.0076367348,0.004181674,0.0071887914,0.0037706583,-0.00657371725,0.003065985227275715,-0.0046384428309255805,0.0017859925045862202,0.0010630175001218323,-0.011212160080925581,-0.0028524503263393603,-0.0035754253308037482
GUY,0.057534426755154085,0.014588399,0.00796219,0.01407348,0.008109121,0.00413697,0.0026524055,-0.0011366725,0.0006185489029211838,-0.0006897062880055179,0.013451726358904839,0.012936807420625687,-0.0018263787880055179,0.01276202007089932,0.012247101132620168
HKG,,0.00013916842,0.00031457003,0.0,0.0,0.0,0.0,,,-0.010950593962079508,,,,,
HND,1.0631259411797112,0.0064527113,0.0033108743,0.0059169424,0.0029880202,0.0057222587,0.0029559107,-0.0026150710000000005,0.0015377080134511886,-0.002750618184029882,0.0038376402990617747,0.0033018713766434188,-0.005365689184029882,0.0010870221150318929,0.0005512531926135369
HRV,0.0161582401584589,0.0017552172,0.0014614743,0.0011842214,0.0010726614,0.0011842214,0.0010726614,0.0005300125,0.0004440186322888565,-0.004861045065775108,0.0022852297066643834,0.0017142338571071625,-0.004331032565775108,-0.0025758153591107246,-0.0031468112086679456
HTI,0.6704878666894611,0.0009813666,0.001448658,0.00031915787,0.0006480637,0.00031915787,0.0006480637,-0.000283221,0.00015461344361341936,-0.0007696755978428149,0.0006981456110858322,3.593687258185446e-05,-0.001052896597842815,-7.152998675698274e-05,-0.0007337387252609605
HUN,-0.14016039537152697,0.0010978765,0.002329394,0.0005118324,0.00056875916,0.0005118324,0.00056875916,0.001689856,0.0013645626456495136,-0.01280009061093045,0.0027877324621540904,0.0022016884188515544,-0.01111023461093045,-0.01001235814877636,-0.010598402192078896
IDN,28.480488192123765,0.15241717,0.068144456,0.12372271,0.05580091,0.0994789,0.04542745,-0.23309686150000003,0.023269433958554686,-0.1578151008395883,-0.08067969347879794,-0.10937415178463367,-0.39091196233958836,-0.23849479431838624,-0.267189252624222
IND,186.10948435409495,0.13594015,0.046824306,0.026258135,0.010318428,0.024829531,0.009656981,0.014114397749999999,0.04211021180202375,-0.6621421014752247,0.15005454717646027,0.040372532964447976,-0.6480277037252247,-0.5120875542987644,-0.6217695685107767
IRL,-0.407441563245542,0.0015615701,0.0025185784,4.491179e-05,9.096206e-05,4.491179e-05,9.096206e-05,0.0006599457500000001,0.0022915675715537865,-0.010316607319268641,0.0022215158476923107,0.0007048575406100584,-0.009656661569268641,-0.00809509147157633,-0.009611749778658583
IRN,4.802128015886639,0.0026517222,0.0046365196,-0.00025127464,0.00040917096,-0.00025127464,0.00040917096,0.0004706044999999999,0.0008186879777621836,-0.1813537496940704,0.0031223266704125405,0.00021932985676695397,-0.1808831451940704,-0.17823142302365785,-0.18113441983730344
IRQ,5.651823399504845,0.0014016506,0.0016709163,0.0,0.0,0.0,0.0,-0.00106420875,0.0008183947167882479,-0.03567207035090743,0.0003374418529292942,-0.00106420875,-0.036736279100907425,-0.03533462849797813,-0.036736279100907425
ISL,-0.1613255141458444,0.0011376475,0.0023543604,0.0,0.0,0.0,0.0,-7.914925e-05,5.340112527762562e-05,-0.0009624537123362445,0.001058498294965148,-7.914925e-05,-0.0010416029623362445,9.604458262890345e-05,-0.0010416029623362445
ISR,3.0863466668367003,0.00021858007,0.00021155382,0.0,0.0,0.0,0.0,-0.00026795000000000003,0.00022628756022813096,-0.01621344183665557,-4.936993051394824e-05,-0.00026795000000000003,-0.01648139183665557,-0.016262811767169517,-0.01648139183665557
ITA,1.885902032357542,0.0031300092,0.004319293,0.0016071175,0.0025000246,0.0016071175,0.0025000246,0.00521076625,0.0037721524781122316,-0.09440230694684605,0.008340775415033698,0.0068178837259417775,-0.08919154069684605,-0.08606153153181235,-0.08758442322090428
JAM,0.12734224010020406,0.0003405303,0.0005828268,0.00028853051,0.00045655968,0.00028853051,0.00045655968,0.00010500225,0.00018351974358339943,-0.0021093132887000056,0.00044553254958158733,0.0003935327648083717,-0.0020043110387000054,-0.0016637807391184183,-0.001715780523891634
JOR,1.0560758278646576,0.00011776086,0.00017784485,0.0,0.0,0.0,0.0,-5.487149999999999e-05,8.378404810980825e-05,-0.006499234366203076,6.288935739256815e-05,-5.487149999999999e-05,-0.0065541058662030765,-0.006436345008810508,-0.0065541058662030765
JPN,4.5088211425552425,0.020361856,0.011492284,0.013478047,0.00738003,0.013383239,0.0073270923,0.003099663,0.002847508056297061,-0.31593901729936635,0.02346151862610626,0.01657771021444845,-0.3128393542993664,-0.2924774986732601,-0.2993613070849179
KAZ,-1.8238764841344803,0.022469783,0.017031653,0.00062733784,0.00037806007,0.00062733784,0.00037806007,-0.005364856,0.010858564228468053,-0.07442127588188589,0.017104927201813697,-0.00473751816147691,-0.0797861318818859,-0.057316348680072196,-0.0791587940433628
KEN,3.3180033248920364,0.035783634,0.015456805,0.0059679775,0.0043322784,0.0059679775,0.0043322784,-0.00202133475,0.0027234661703410693,-0.005060833395021631,0.03376229883974457,0.0039466427067484855,-0.007082168145021631,0.028701465444722938,-0.0011141906882731452
KGZ,-0.18711987137823283,0.0032734885,0.0022361588,0.0,0.0,0.0,0.0,-0.00031493075,0.0006905738135195373,-0.0026773489792299592,0.002958557738048315,-0.00031493075,-0.002992279729229959,0.0002812087588183556,-0.002992279729229959
KHM,1.5564274243894638,0.012854007,0.006269247,0.0081895385,0.0044746674,0.007910972,0.004467289,-0.011413571,0.005089889020357843,-0.0036804778042755924,0.0014404360727467529,-0.0032240325062475213,-0.015094048804275593,-0.0022400417315288396,-0.006904510310523113
KIR,,4.1670196e-06,1.1887152e-05,0.0,0.0,0.0,0.0,-0.0,0.0,-1.6907569051180396e-05,4.167019596934551e-06,0.0,-1.6907569051180396e-05,-1.2740549454245845e-05,-1.6907569051180396e-05
KNA,,,,,,,,5.530249999999999e-06,8.690550821629968e-06,-6.438942468088959e-05,,,-5.8859174680889585e-05,,
KOR,-1.09323958679715,0.005725138,0.004387452,0.0028635531,0.002227658,0.0028635531,0.002227658,0.0031148392499999998,0.0016732458934749896,-0.1725610251949476,0.008839977139385223,0.005978392369823336,-0.1694461859449476,-0.16372104805556237,-0.16658263282512425
KWT,3.1029739486663948,2.7228934e-06,6.133047e-05,0.0,0.0,0.0,0.0,-1.5539999999999999e-06,1.3058471069258704e-06,-0.026186502371857462,1.1688934413869867e-06,-1.5539999999999999e-06,-0.026188056371857463,-0.026185333478416076,-0.026188056371857463
LAO,0.6891909825339347,0.015797501,0.007356566,0.015336295,0.007165301,0.015336295,0.007165301,-0.0066745605,0.0029056171241525156,-0.004310149824960447,0.009122940929915429,0.008661734158482075,-0.010984710324960447,0.004812791104954982,0.004351584333521628
LBN,0.1634573624531603,0.0001512412,0.00015354913,0.0,0.0,0.0,0.0,-5.5678250000000015e-05,0.00010317294421948359,-0.006525625536548787,9.556294818210601e-05,-5.5678250000000015e-05,-0.006581303786548787,-0.006430062588366681,-0.006581303786548787
LBR,0.6606013765793991,0.006905881,0.003903319,0.006348223,0.0035206338,0.006348223,0.0035206338,-0.00542095375,0.0008816509104399441,-0.00020576227251522112,0.0014849274723374847,0.0009272692097866539,-0.005626716022515221,0.0012791651998222636,0.0007215069372714328
LBY,1.441445035434004,0.00013732964,0.0013468883,0.0,0.0,0.0,0.0,0.00017537175,0.00011327878676779396,-0.013278852395995031,0.00031270138998336345,0.00017537175,-0.01310348064599503,-0.012966151006011667,-0.01310348064599503
LCA,,,,,,,,1.37065e-05,1.1921451743251184e-05,-0.0001345042879527656,,,-0.0001207977879527656,,
LIE,,,,,,,,5.670750000000001e-06,1.4320771336302615e-06,-4.2366056543936444e-05,,,-3.669530654393644e-05,,
LKA,2.8487811406848964,0.005356877,0.0029550258,0.0045983326,0.0025332589,0.0045983326,0.0025332589,-0.001982284,0.001013639927997446,-0.00553460479166978,0.0033745931108984948,0.002616048569003105,-0.00751688879166978,-0.0021600116807712856,-0.002918556222666675
LSO,0.013769960353389966,0.00060147804,0.0011079954,0.0,0.0,0.0,0.0,-0.00016343425,0.0006372017018597147,-0.0006675586635220314,0.0004380437874243855,-0.00016343425,-0.0008309929135220315,-0.00022951487609764593,-0.0008309929135220315
LTU,-0.22572044824631665,0.002565484,0.0015341395,0.0019148109,0.0012242073,0.0019148109,0.0012242073,-0.0006283347500000001,0.0007797871100402446,-0.0036330470193040405,0.0019371492783095837,0.0012864761049416066,-0.0042613817693040405,-0.0016958977409944568,-0.002346570914362434
