Country,iso,CSCC_mean,CSCC_std,CSCC_skew,CSCC_median,CSCC_q17,CSCC_q83,CSCC_min,CSCC_max,CSCC_gtc_mean,CSCC_gtc_std,CSCC_gtc_skew,CSCC_gtc_median,CSCC_gtc_q17,CSCC_gtc_q83,CSCC_gtc_min,CSCC_gtc_max,Fa_mean,Fa_std,Fa_skew,Fa_median,Fa_q17,Fa_q83,Fa_min,Fa_max,Fa_tf_mean,Fa_tf_std,Fa_tf_skew,Fa_tf_median,Fa_tf_q17,Fa_tf_q83,Fa_tf_min,Fa_tf_max,Fa_mf_mean,Fa_mf_std,Fa_mf_skew,Fa_mf_median,Fa_mf_q17,Fa_mf_q83,Fa_mf_min,Fa_mf_max,Fb_mean,Fb_std,Fb_skew,Fb_median,Fb_q17,Fb_q83,Fb_min,Fb_max,Fc_mean,Fc_std,Fc_skew,Fc_median,Fc_q17,Fc_q83,Fc_min,Fc_max
Israel,ISR,0.8573393016726942,0.5979217706946157,0.4476067773192415,0.8218735752829618,0.29919223719336185,1.4021247105455727,-1.235095742848533,4.662165405386738,3.141291201328751,2.1907853678250713,0.44760677731924303,3.0113447798367723,1.0962403570764778,5.137384939438979,-4.525390801797025,17.08217404533701,0.0002185801,0.00085313956,0.3097924292087555,0.00012618926,-0.00040312085,0.00092525734,-0.0021351967,0.0033019776,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.00026795,0.0003272520060622927,-0.936061780965906,-0.000185375,-0.0006356234,1.35069e-05,-0.00107402,5.0600000000000003e-05,-0.01621344183665557,0.000709492832245331,0.007598295291451385,-0.01621477512864715,-0.016920344355077777,-0.015488894291672781,-0.0172202637510914,-0.015201283234786
Italy,ITA,0.49383302738614226,1.1788669725702663,0.28398341704545993,0.45472713174308815,-0.6533662648127614,1.5686623153320858,-4.656934710550357,7.60744192967127,1.809404212342825,4.319368587497455,0.2839834170454604,1.666120210706675,-2.3939339942739575,5.747578723376762,-17.06300877945651,27.873667230315537,0.0031300092,0.019126423,-0.3074687719345093,0.0044045206,-0.011648858,0.016489325,-0.0728809,0.072624356,0.0016071172,0.008409243,-0.382475882768631,0.0022416855,-0.0038572364,0.0078953635,-0.029337129,0.033768278,0.0016071172,0.008409243,-0.382475882768631,0.0022416855,-0.0038572364,0.0078953635,-0.029337129,0.033768278,0.00521076625,0.004302001508985233,0.5274522220623045,0.0039499949999999995,0.0016953955000000003,0.0108288135,-0.00038451,0.0131405,-0.09440230694684607,0.005023756118893074,1.192504432839419,-0.0953142000138933,-0.09814575455377673,-0.092225804399921,-0.100839161467365,-0.08258799773809611
Jamaica,JAM,0.035940570075193225,0.02387289336476041,0.5808351827337254,0.033885953120971014,0.014002168333317301,0.05743410337164555,-0.03992196537607752,0.187374339071725,0.13168624875550794,0.08747028128848212,0.5808351827337271,0.1241581322352378,0.051303944773274594,0.2104385547537093,-0.14627408113794804,0.6865395783588004,0.0003405303,0.0017005685,1.9890570640563965,0.00021140742,-4.2623433e-05,0.0010592703,-0.009127261,0.013794972,0.00028853054,0.0012960025,-0.8817678093910217,0.00021532479,0.0,0.00087706116,-0.009127261,0.007212238,0.00028853054,0.0012960025,-0.8817678093910217,0.00021532479,0.0,0.00087706116,-0.009127261,0.007212238,0.00010500225,0.00021352362343919363,-0.5205163111818969,0.000117335,-0.0001066559,0.0003588911,-0.00044352000000000004,0.00041171999999999997,-0.002109313288700005,0.0001531893769077362,1.007520480997309,-0.0021316812794466753,-0.002216873009441188,-0.0020153469488122023,-0.00231775128581235,-0.00176386628122392
Jordan,JOR,0.29320135540401987,0.23062651406665866,0.4145064192673917,0.2813375782655242,0.07624911327134197,0.5038964760877037,-0.5058999343268595,1.720082523515063,1.0742897662003292,0.8450155475402373,0.41450641926739035,1.030820886764881,0.279376751026197,1.8462766883853468,-1.8536173593736134,6.302382366159191,0.00011776085,0.0010374,1.6509252786636353,6.567999e-05,-0.00029484264,0.0005430251,-0.0040949457,0.0067631905,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-5.48715e-05,0.00012987258824393808,-0.69947214326166,-2.9029999999999998e-05,-0.00016608829999999997,4.515699999999995e-05,-0.00040092000000000003,0.00020407000000000002,-0.006499234366203076,0.0005864093929371556,0.645850131065742,-0.00674483174993254,-0.007006896172290569,-0.005714398810571117,-0.00706741961721976,-0.0056338768024391
Japan,JPN,1.2972087449668732,2.214205978387407,0.33517119481712115,1.2005250892482526,-0.8664758542942966,3.3212520158438763,-7.448553928478349,14.629593431128276,4.752972841558624,8.112850704811459,0.3351711948171214,4.398723927005598,-3.174767530134303,12.169067386051962,-27.291501593944673,53.602830331654005,0.020361856,0.014017989,0.32234570384025574,0.020039111,0.009276445,0.031377524,-0.023047842,0.06429031,0.013478048,0.009050634,0.05388794466853142,0.013045697,0.0059829634,0.022609903,-0.0157599,0.039756063,0.013383237,0.008990794,0.04854178428649902,0.01275729,0.0059829634,0.022587532,-0.0157599,0.039303105,0.003099663,0.002703762412300729,0.046396893761382486,0.003031835,0.00012041550000000007,0.006113843199999999,-0.00085182,0.00778183,-0.3159390172993664,0.02649940288492321,-0.12109769683063765,-0.31795379385374656,-0.33905140102440545,-0.2870734159977812,-0.358978657007964,-0.28184682838949404
Kazakhstan,KAZ,-0.5299396833763711,0.402068958330857,-0.6421431793321998,-0.5016883996767733,-0.8869909123616877,-0.1613017219334145,-4.31964847758188,0.8977501560541421,-1.941698999891024,1.4731806633242601,-0.6421431793321997,-1.8381862964156972,-3.2499347028932237,-0.5910095091640308,-15.827192021860007,3.2893565717823767,0.022469783,0.06446181,0.7387663125991821,0.014633835,-0.02060901,0.059748285,-0.20451885,0.31429136,0.00062733784,0.0010987016,0.006908556446433067,0.00060479005,-0.00013238502,0.0015682532,-0.0031181506,0.0046156296,0.00062733784,0.0010987016,0.006908556446433067,0.00060479005,-0.00013238502,0.0015682532,-0.0031181506,0.0046156296,-0.0053648559999999994,0.009893317457644702,-0.9649699993598745,-0.0025464499999999996,-0.018667534,0.002695851,-0.02725768,0.00447126,-0.07442127588188588,0.004929695686717438,-0.5656307055456918,-0.0749971945019057,-0.07795426342486103,-0.06963826123012619,-0.0838357226408296,-0.0694361869379771
Kenya,KEN,0.9547298195838793,0.6587839776360701,0.557912715700256,0.9034374448121845,0.3503119572198908,1.5462188686521645,-1.2870745311568677,5.083577539823234,3.4981300589553337,2.4137844940585604,0.5579127157002561,3.3101947977918442,1.2835430112536799,5.665345934741531,-4.7158410821587635,18.62622810591233,0.035783634,0.031417016,0.46874478459358215,0.031932417,0.009009988,0.062899075,-0.041766625,0.13475554,0.005967977,0.00591762,1.4734346866607666,0.005160312,0.0018868544,0.009351172,-0.013368739,0.03412005,0.005967977,0.00591762,1.4734346866607666,0.005160312,0.0018868544,0.009351172,-0.013368739,0.03412005,-0.00202133475,0.003081069901289276,-0.5680944610950687,-0.002244415,-0.0051582341,0.0013282825,-0.00984488,0.00189111,-0.005060833395021632,0.0008269202844445433,0.31136768617496097,-0.00504537364493823,-0.00595677271041018,-0.004322878934619682,-0.00608376285640482,-0.0036730282509194103
Kyrgyzstan,KGZ,-0.05477271012013684,0.050589333761635255,-0.5340932202475488,-0.05202766864607539,-0.09936622310253197,-0.00794633969810696,-0.5148989129152693,0.15922563700471537,-0.20068720988018135,0.1853593189026316,-0.5340932202475497,-0.19062937791922024,-0.3640778414476772,-0.029115388653863903,-1.8865896169215468,0.5834027339852772,0.0032734885,0.008210682,0.628628134727478,0.0028440405,-0.0016400313,0.00815638,-0.027250502,0.03639367,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.00031493075000000003,0.000617285295842632,-1.233916781079975,3.7035e-05,-0.0011689573,6.56437e-05,-0.0016733,0.00013537,-0.0026773489792299592,0.00021259955239836528,0.21477388894714403,-0.00270246096635706,-0.0027985980101761037,-0.0025144488704970736,-0.00304899536026201,-0.00227851874055199
Cambodia,KHM,0.42299735204595507,0.23306701639526312,0.45410169884811297,0.4043227402126728,0.2110250828539366,0.6364483887214993,-0.3491943530472171,1.768741622951718,1.5498622978963792,0.8539575480722441,0.4541016988481139,1.4814385201392333,0.7731959035768238,2.3319468962755736,-1.2794481095650034,6.480669306495096,0.012854007,0.016629988,0.6928750276565552,0.012578098,-0.00091560907,0.026665097,-0.027523588,0.07300929,0.0081895385,0.0109684765,0.812124490737915,0.0076169358,-0.0013420093,0.017104536,-0.020845078,0.053498477,0.0079109715,0.01080407,0.8949414491653442,0.007615665,-0.0011425917,0.016063238,-0.020845078,0.053498477,-0.011413571,0.005163342732793484,-0.21811204177707116,-0.01081476,-0.0152618008,-0.007974038300000003,-0.02309909,0.00242304,-0.003680477804275593,0.0014972897004692206,0.11729817798224891,-0.003603899459347055,-0.005242323360964498,-0.0020867556061479357,-0.005466030409066579,-0.00153840884279476
Kiribati,KIR,,,,,,,,,,,,,,,,,4.1670196e-06,1.2952144e-05,3.729623794555664,0.0,0.0,0.0,0.0,8.586994e-05,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.0,-0.0,0.0,-0.0,-0.0,-1.6907569051180403e-05,1.7222516440739165e-06,0.5750341992784105,-1.8e-05,-1.8177840858622364e-05,-1.5e-05,-1.86973057062245e-05,-1.4e-05
Saint Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53025e-06,7.653625414611005e-06,1.037793399177366,1.6000000000000001e-06,-0.0,1.7544299999999997e-05,-0.0,2.028e-05,-6.438942468088959e-05,2.3756612134221445e-06,-0.6065787938026544,-6.35815625e-05,-6.647e-05,-6.287362725018103e-05,-6.900000000000001e-05,-6.1e-05
South Korea,KOR,-0.33160701595743947,1.2781332244536323,0.00042823605782270655,-0.3254913956472738,-1.5304558018999463,0.8642051639597245,-7.468726774039083,6.239628869595637,-1.2150081064680585,4.683080134398109,0.00042823605782290507,-1.1926004736516114,-5.607590058161404,3.1664477207484305,-27.3654149000792,22.862000178198414,0.0057251384,0.0071575474,-0.7790428996086121,0.005594628,0.0015708802,0.010788627,-0.027740002,0.02746352,0.0028635531,0.0039854785,-1.7236396074295044,0.0033029695,0.00047981116,0.0061481595,-0.017018108,0.010273433,0.0028635531,0.0039854785,-1.7236396074295044,0.0033029695,0.00047981116,0.0061481595,-0.017018108,0.010273433,0.00311483925,0.0014757546194550822,-0.18087193042373834,0.0033430450000000002,0.0012218700000000001,0.0046839306,0.0010492300000000002,0.004856790000000001,-0.1725610251949476,0.006133866135530304,0.05075187016882478,-0.17313837079162753,-0.17741995517045056,-0.16634746146554852,-0.182906304182362,-0.163109700210739
Kuwait,KWT,0.8489739456201615,0.46017298625913994,0.29349479468024886,0.8250268730316657,0.42611891920344863,1.2743842635087448,-0.7833870935028424,3.279121062071721,3.110640536752273,1.6860738216534892,0.29349479468024675,3.022898462788023,1.5612997199614358,4.669343941496041,-2.8703303105944147,12.014699571430786,2.7228923e-06,0.00022694757,1.7650232315063477,-3.1479885e-07,-6.157398e-05,5.5232016e-05,-0.0010311112,0.001734399,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-1.554e-06,2.2155207757302363e-06,-1.888709806798385,-9.35e-07,-2.6716999999999998e-06,2.0329999999999976e-07,-9.849999999999999e-06,5.699999999999999e-07,-0.026186502371857462,0.0030312936991052962,0.7946745902079567,-0.02646468612496395,-0.028970263902842474,-0.02393161108957141,-0.029503018179529602,-0.0201400410578427
Laos,LAO,0.1931086838182741,0.11543310115357651,0.5012004399300127,0.18381136763857064,0.08795492941693497,0.29750068426292614,-0.1880059544746646,0.8890088188254344,0.7075502175101566,0.4229468826267043,0.5012004399300108,0.6734848510277228,0.3222668613836498,1.0900425071393613,-0.6888538171951711,3.2573283121763916,0.015797501,0.021565054,-0.057574231177568436,0.018110791,-0.0010438921,0.029151125,-0.06630593,0.09278544,0.015336297,0.020844856,-0.07932126522064209,0.017538972,-0.0013324791,0.028078167,-0.06507152,0.09049877,0.015336297,0.020844856,-0.07932126522064209,0.017538972,-0.0013324791,0.028078167,-0.06507152,0.09049877,-0.0066745605,0.004157465536376545,-0.38286871773703224,-0.00568816,-0.011718248799999999,-0.0030017773000000003,-0.01503849,0.00127241,-0.004310149824960448,0.001930553812609678,0.8290717170741269,-0.005350103213063621,-0.005757624472947265,-0.001905802185808728,-0.00610691304565927,-0.00116298016842796
Lebanon,LBN,0.045738152235029,0.07790610881337605,0.3657091921987382,0.04229724607690429,-0.030015695717331627,0.1160700658471753,-0.27093548371639453,0.5606686068128086,0.16758458978914623,0.28544798269220983,0.36570919219873865,0.15497710962577732,-0.10997750910830309,0.4252807212640503,-0.9927076123368697,2.054289775362131,0.0001512412,0.00046291293,1.4581305980682373,8.2111044e-05,-0.00012405898,0.000492518,-0.0015563874,0.003290142,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-5.567825000000001e-05,0.00025651429537699544,-2.2493294250971667,-4.115e-06,-7.551619999999996e-05,2.268e-05,-0.0012053100000000002,0.00045190000000000003,-0.006525625536548787,0.0008097619981016156,0.41129879033279193,-0.006775844213355959,-0.007175878185747164,-0.005700256316361519,-0.007593909345772001,-0.005293023842055941
Liberia,LBR,0.18203936827069525,0.10753146565593831,0.5863454009621306,0.17099034920407216,0.0845616907956696,0.27986676444549,-0.1909515772005998,0.8225632667240801,0.6669922453438275,0.39399529016335794,0.5863454009621301,0.6265086394837205,0.3098340350753334,1.0254318249282757,-0.6996465788629977,3.0138718092770294,0.006905881,0.005642706,-0.2253454327583313,0.0070154434,0.0021905794,0.012384393,-0.009883092,0.02094859,0.006348223,0.005225704,-0.2926190197467804,0.006336787,0.0021970493,0.011004391,-0.009847331,0.020017825,0.006348223,0.005225704,-0.2926190197467804,0.006336787,0.0021970493,0.011004391,-0.009847331,0.020017825,-0.0054209537500000005,0.0009782383910827365,-0.28458001376424696,-0.005479390000000001,-0.0064240386,-0.004389282000000001,-0.00764875,-0.003973,-0.00020576227251522112,5.778548115295264e-05,0.6028682166404923,-0.0002314038390815435,-0.00024329899584987175,-0.00013184120600929282,-0.000278274593409824,-0.000115111268256739
Libya,LBY,0.3970681496081909,0.2629428365699531,0.4515117066710069,0.37968796089377777,0.15278868735265522,0.6368135804196932,-0.50001053375781,2.0347024832559266,1.4548577001644116,0.9634225531923081,0.4515117066710072,1.3911766887148018,0.5598177504601287,2.333284958657756,-1.832038595688616,7.455149898649715,0.00013732958,0.010127655,-1.2015187740325928,0.00032366766,-0.0015118544,0.003063399,-0.08072373,0.062696464,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.00017537175,0.00010159498286339155,-0.03131315499884473,0.00017270500000000002,6.769850000000001e-05,0.00028505,3.755e-05,0.00031671,-0.013278852395995031,0.0019199878120140024,0.0944607245329416,-0.013225624510839949,-0.014723774397617899,-0.011984086044283238,-0.016622226481954,-0.00973642645484631
Saint Lucia,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3706500000000002e-05,1.0835925421651338e-05,0.30249792755134697,1.223e-05,1.5630000000000002e-07,2.80727e-05,-4.9e-07,3.304e-05,-0.0001345042879527656,3.444732771702288e-06,-0.20672293555584745,-0.0001335,-0.00013849291977715766,-0.00013153,-0.00013900000000000002,-0.00013000000000000002
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67075e-06,1.3364426326095748e-06,0.723052189377533,5.31e-06,4.4326000000000006e-06,7.24e-06,3.76e-06,9.36e-06,-4.236605654393644e-05,4.0028994392501115e-06,-1.7392585241031957,-4.137002599602385e-05,-4.379692161161153e-05,-3.943918206956366e-05,-5.25504603328591e-05,-3.87361839778703e-05
Sri Lanka,LKA,0.7893143144674817,0.4441534869896733,0.48600912782412437,0.754804267492676,0.38565040474176815,1.1909575392117546,-0.6902073215833296,3.536306433932174,2.8920476482088526,1.627378376330163,0.4860091278241251,2.7656028360931653,1.4130230829738388,4.363668423671869,-2.5289196262813203,12.957026773927486,0.005356876,0.008482961,1.8245309591293335,0.0048505967,-0.0007520021,0.010207298,-0.02212821,0.054411992,0.0045983326,0.0064299065,1.051308512687683,0.0040724026,-0.00041026395,0.008755794,-0.0168982,0.033937376,0.0045983326,0.0064299065,1.051308512687683,0.0040724026,-0.00041026395,0.008755794,-0.0168982,0.033937376,-0.001982284,0.0010743122361003212,-0.6673490982405857,-0.001599085,-0.0032010396,-0.0009693855,-0.00439448,-0.0006854200000000001,-0.005534604791669781,0.0007327676585772172,0.9370378485361497,-0.005578857278126845,-0.006257236044209132,-0.005082347318070225,-0.0063043806618489195,-0.00396029255329199
Lesotho,LSO,0.0038524869249159325,0.018610074365634038,0.17865932370333978,0.0036697853028264987,-0.014129359417100704,0.020788901527164286,-0.08911432023897997,0.12427896089390719,0.014115512092891976,0.06818731247568312,0.17865932370334003,0.013446093349556293,-0.05176997290425698,0.07617053519552995,-0.32651486935562263,0.455358112715276,0.0006014781,0.0047238865,0.3011325001716614,0.00065116805,-0.0033806334,0.0040650154,-0.014289777,0.016790947,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.00016343424999999998,0.0006686624683377449,-0.01649491033187271,-6.989e-05,-0.0008552604,0.00022886509999999968,-0.00166264,0.0016618100000000001,-0.0006675586635220314,7.16151257219216e-05,-1.1955296032890055,-0.0006495,-0.0007114371491510955,-0.00060824,-0.000829465041281813,-0.000593
Lithuania,LTU,-0.06558037946824173,0.0518186891639839,-0.6030704644448529,-0.06224957663883902,-0.11141317860868591,-0.017847565407582706,-0.5594933298271105,0.127851242764057,-0.24028651037163773,0.18986367709683702,-0.6030704644448528,-0.22808244880470616,-0.4082178864222252,-0.06539347965338305,-2.0499835604865333,0.4684469534875048,0.002565484,0.004784291,-0.33443522453308105,0.002529,-0.00064730167,0.006280964,-0.013374667,0.018097587,0.0019148107,0.0037762092,-0.14383971691131592,0.0014949467,-0.00034864113,0.0050485437,-0.0128496215,0.014318982,0.0019148107,0.0037762092,-0.14383971691131592,0.0014949467,-0.00034864113,0.0050485437,-0.0128496215,0.014318982,-0.00062833475,0.0007791703090680941,0.4631244326263847,-0.0007701100000000001,-0.0012755141,0.0002997354999999999,-0.00202176,0.00111114,-0.00363304701930404,9.02049384676256e-05,-0.23310156038487206,-0.003616244937227075,-0.0037201570494541465,-0.0035473445956416523,-0.0037803207314410503,-0.00351660162936681
Luxembourg,LUX,-0.02015820540230168,0.02759431112841145,-0.2740156376563508,-0.019516841760892193,-0.044918456384360705,0.005361005283458442,-0.20643889410809274,0.10324390582642094,-0.07385966459403336,0.10110555597449956,-0.2740156376563506,-0.071509708211909,-0.16458122419229765,0.01964272335859173,-0.7563921080120519,0.37828567094800636,9.848004e-06,0.00016690487,-1.8890362977981567,0.0,-2.8566012e-05,0.00010401813,-0.0009979578,0.0005440622,9.848004e-06,0.00016690487,-1.8890362977981567,0.0,-2.8566012e-05,0.00010401813,-0.0009979578,0.0005440622,9.848004e-06,0.00016690487,-1.8890362977981567,0.0,-2.8566012e-05,0.00010401813,-0.0009979578,0.0005440622,-1.5807749999999998e-05,2.9690600989461036e-05,1.0199171867363053,-3.0185e-05,-3.7159999999999997e-05,2.8995799999999998e-05,-4.6670000000000005e-05,3.963e-05,-0.0024822464827758363,0.0002510359845540026,0.7045271064772968,-0.0025393151574372302,-0.0026712038548200993,-0.0022538541274385337,-0.00282032296360399,-0.00198600537415597
Latvia,LVA,-0.04791763264469642,0.0362766871942831,-0.6664648730651999,-0.04529496417464445,-0.07987604676955144,-0.01476917752703654,-0.4128400010008491,0.08350082896166267,-0.1755702060101678,0.1329177818798533,-0.6664648730651972,-0.16596074873589728,-0.2926658353636365,-0.05411426645906189,-1.5126457636671111,0.305947037315532,0.0025467006,0.0035973247,-0.08760318905115128,0.0026800116,-0.00016174722,0.005356372,-0.008634646,0.0129755195,0.0025413877,0.0035898115,-0.07318297028541565,0.0026800116,-0.00015717236,0.005321233,-0.0085580945,0.0129755195,0.0025413877,0.0035898115,-0.07318297028541565,0.0026800116,-0.00015717236,0.005321233,-0.0085580945,0.0129755195,-0.0007701450000000001,0.00038628059335151703,-0.2795735559998475,-0.0007059950000000001,-0.0011392041999999998,-0.00047295190000000014,-0.00154569,9.521e-05,-0.001981196428378263,9.146443378515172e-05,0.017442271807613274,-0.00197235595543261,-0.0020470050815167254,-0.0019351322473244754,-0.0021444698166145,-0.00180669119903043
Macao,MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00036593410108896266,9.560403411401068e-05,-0.6934184693945605,-0.000335,-0.00048441,-0.00028826691623430785,-0.000526,-0.00027
Morocco,MAR,0.6474172667434908,0.5555603440137235,0.5258875635830343,0.6135250886441055,0.12758190165606875,1.1439038344880428,-1.4269377072790141,4.610208306658282,2.3721368653481503,2.0355731004662827,0.5258875635830346,2.247955924792003,0.467460087667836,4.191263649564188,-5.228299759470308,16.891803235595948,-0.0028541752,0.01853601,0.7691755294799805,-0.0023017728,-0.016127476,0.008310262,-0.06723912,0.088217914,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.00065853575,0.0027176917727307955,-1.1612773495326996,3.7835000000000006e-05,-0.0034693375,0.001050229699999999,-0.00869233,0.004627200000000001,-0.01715483333104747,0.001492133941711205,-0.37243322919875216,-0.01684175233910585,-0.01898231674724574,-0.015790030795663147,-0.019278490335716603,-0.0154493496569409
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.750000000000002e-09,1.3865193462176785e-08,-1.2865862600299047,-0.0,-3.0000000000000004e-08,0.0,-4e-08,-0.0,,,,,,,,
Moldova,MDA,-0.00916356918916362,0.017200082471585748,-0.16347427954060356,-0.00894094853945506,-0.024724385614579625,0.006740223141977296,-0.12333876357319012,0.07369017517062112,-0.03357531750909551,0.06302110217589019,-0.16347427954060334,-0.03275963544856334,-0.09059014889181975,0.024696177592204813,-0.4519132297321687,0.2700008018251558,0.0003638059,0.0029906435,0.23155257105827332,0.00030341718,-0.0022075658,0.0028600646,-0.0075074853,0.010104944,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.000518535,0.00036761438099991233,0.29605030667333615,0.000498375,7.47557e-05,0.0009716794,4.148e-05,0.0012619100000000002,-0.001432563861794397,0.00011421207286794112,-0.3237761992073,-0.00142758800312494,-0.0015472127493739475,-0.0013220761322394296,-0.00160440329201417,-0.00129880354803493
Madagascar,MDG,0.4315049340972335,0.2886066015161954,0.5134813577763675,0.4100690953013655,0.16559117838200751,0.6925468922556774,-0.5379103905555584,2.227627975330201,1.5810340785322639,1.05745458795534,0.5134813577763667,1.502493165184203,0.6067260775916755,2.5374918132248023,-1.970903670995566,8.162028901609856,0.018404346,0.027617589,-0.6624679565429688,0.01900341,-0.0012726496,0.042509478,-0.110135235,0.0920096,0.008903475,0.009822836,-0.25968852639198303,0.008771579,0.0014077879,0.017684732,-0.03336676,0.044294506,0.007961532,0.009355257,-0.27705803513526917,0.0075149806,0.0010979708,0.016387375,-0.03336676,0.040861808,-0.005624471000000001,0.0029741501862616143,0.732889465429647,-0.006654735,-0.008121982,-0.0013356174000000002,-0.00975253,0.00030083,-0.0010404580943902668,0.0001545115704686408,-0.07634853977774345,-0.001058305956493805,-0.0011966913257664565,-0.0008783115728540102,-0.00125593983484573,-0.000861863524814792
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0000000000000004e-09,6.48469598757583e-09,-1.9197945363867672,-0.0,-1e-08,0.0,-2e-08,-0.0,-0.00043759220491864623,9.070747717365341e-05,-0.02270346725574817,-0.0004315,-0.000536409973375,-0.0003543,-0.000566666786686462,-0.000298
Mexico,MEX,4.115577312573546,3.0529071154715246,0.4599683206943459,3.9369145096479556,1.2503665653862233,6.892753483908006,-6.057508454854046,23.353163525815578,15.079475273269475,11.185851671087667,0.4599683206943452,14.424854763350108,4.581343095575122,25.25504876503894,-22.194710978585228,85.56599115858829,0.062826015,0.093950346,0.33918413519859314,0.055869274,-0.0034613705,0.13657129,-0.21371059,0.37795466,0.034223665,0.035084147,0.7756633758544922,0.028966673,0.0063650194,0.06427048,-0.046636634,0.16191141,0.033651732,0.03482652,0.7876326441764832,0.028633755,0.00524297,0.06306631,-0.04591185,0.16051593,-0.00238456975,0.006599265188652169,0.34698282654441104,-0.0026635850000000004,-0.008353617200000002,0.0050506957,-0.013964309999999999,0.01043205,-0.125745377270631,0.004581111494645575,0.3997912813815896,-0.125717681827067,-0.12895174020162312,-0.12241212255461119,-0.133003105242186,-0.11739767554692401
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,-0.0,-0.0,0.0,-0.0,-0.0,-3.9678971961253055e-05,1.0260599962647204e-06,-0.5422715345255907,-3.99595475e-05,-4e-05,-3.9e-05,-4.1870624612530505e-05,-3.8e-05
North Macedonia,MKD,-0.01284809074042147,0.03025651848409855,-0.07310847027309661,-0.012571244784970872,-0.040176588384020905,0.014818977301207239,-0.20670811874767975,0.16154549457041598,-0.04707540447290429,0.11085988372573706,-0.07310847027309587,-0.04606104089213328,-0.1472070198390526,0.054296732831623326,-0.7573785470914987,0.5919026921060042,0.0011164584,0.002237697,0.9574823975563049,0.0010059346,-0.00047251565,0.002544844,-0.007130597,0.013678713,0.0007513722,0.0017018062,2.2483415603637695,0.0006391009,-0.0001262295,0.0017435563,-0.007130597,0.013678713,0.0007513722,0.0017018062,2.2483415603637695,0.0006391009,-0.0001262295,0.0017435563,-0.007130597,0.013678713,2.4532500000000003e-05,0.0003243207630690523,-0.18819590569701564,8.25e-06,-0.0002645372,0.00038710859999999993,-0.00070258,0.00058951,-0.001948094442034172,0.00011318861931486255,-0.4299302455363944,-0.001930891405303555,-0.0020642100000000004,-0.001833185891504749,-0.00214317514593967,-0.0018160000000000001
Mali,MLI,0.7953198954965314,0.39956113084072786,0.19419217982762974,0.7795144169996748,0.43206172118710495,1.1646845519280176,-0.711390077898131,2.86134338353322,2.9140520970992916,1.463991983400427,0.19419217982762876,2.856140823886809,1.5830741464295526,4.2674041982642565,-2.606533245418752,10.483962157265719,0.0054995613,0.015062713,0.45364558696746826,0.0049939197,-0.0050343187,0.016382324,-0.04173559,0.07925729,6.5708795e-05,0.00029876715,2.5033395290374756,0.0,-1.0602085e-11,0.00014972816,-0.0011136206,0.0022106161,6.5708795e-05,0.00029876715,2.5033395290374756,0.0,-1.0602085e-11,0.00014972816,-0.0011136206,0.0022106161,-0.00401993475,0.004844297104435374,0.20040645989809924,-0.00539954,-0.008819735,0.0021137285,-0.009129139999999999,0.00306608,-0.0013456659914899553,0.00043916413578406625,-0.05934049933369126,-0.00130527864569752,-0.0018158948416762742,-0.0008769079755547157,-0.00195835213759353,-0.0007487429978626739
