Country,iso,Fabc_tf_mean,Fabc_tf_std,Fabc_tf_skew,Fabc_tf_median,Fabc_tf_q17,Fabc_tf_q83,Fabc_tf_min,Fabc_tf_max
Oman,OMN,-0.017733160698601213,0.0010954216199101847,-0.8295405808183693,-0.017432250835860502,-0.019282023979581904,-0.016734274229727602,-0.0200197204651006,-0.016594310294751502
Pakistan,PAK,-0.05378082095821,0.006929214123226186,0.5002328095196411,-0.055822758787836366,-0.060211136077734824,-0.04466270354700161,-0.07130483276177173,-0.033805058946257883
Panama,PAN,-0.0004530070403193844,0.004143318196772485,-0.32727417752765203,-0.0009103223074988908,-0.0038731868277971557,0.0032627981833904013,-0.021219025059516703,0.011989773469999038
Peru,PER,0.02997435540071278,0.04539739899494223,-0.2806005179061123,0.028062113863544826,-0.00477013432512499,0.06733695068757685,-0.18307673409887343,0.16910937615223856
Philippines,PHL,-0.03239214739590783,0.013570009988795874,0.04941793253210916,-0.03276948765100185,-0.04397203468332696,-0.020712721821325736,-0.09040394573321536,0.020748839547670345
Papua New Guinea,PNG,0.0229599492221181,0.018933384185509158,0.2587497744314066,0.021052983345771558,0.005771772906890232,0.04562006925947418,-0.05423011057364677,0.07456064653222141
Poland,POL,-0.07719361165960534,0.013154327198961863,-0.2253134122570677,-0.07652404681668859,-0.08922733593126304,-0.0651320652705102,-0.12265621132686563,-0.02077223526023881
North Korea,PRK,-0.006738812654707216,0.004775333316522665,0.14978313134651705,-0.006996214686320891,-0.011072689147120023,-0.0020391492479556145,-0.021471738112492325,0.012621448966566536
Portugal,PRT,-0.012014430145935942,0.0031013249355199253,-0.14246212292823054,-0.012004733153451715,-0.014557226001026477,-0.009376751923779769,-0.029008670079014504,0.0034327672069206176
Paraguay,PRY,-0.006960865903041173,0.029869895946001875,-0.230860887072323,-0.00640317967013533,-0.03262024525194817,0.020815826974553024,-0.10129156681750613,0.08549949439413079
Palestine,PSE,-0.000884369765073307,0.00010116944218373537,0.3326497300709794,-0.000892,-0.00099261,-0.0007981300000000001,-0.001140150505,-0.00064697
Qatar,QAT,-0.025784685525408826,0.0020301322480972533,0.30179602384195053,-0.0255675042244846,-0.0279807197853155,-0.0234004951023475,-0.02857371933623,-0.022181016351999202
Romania,ROU,-0.015480663721190962,0.009919416040164244,-0.76777736074895,-0.014510044051176382,-0.023600212024928763,-0.007059390277176263,-0.057733794369045265,0.009958380742855929
Russia,RUS,-0.23058853493987402,0.1848172918356219,-0.025993796968092304,-0.23187509605325246,-0.41717622358368706,-0.04619970579205364,-0.7477825638252904,0.3043272208809372
Rwanda,RWA,-0.00011890208820468885,0.0009008579902953378,0.4341120739311128,-0.00019471084866286374,-0.0008442410083809701,0.0006001182569530018,-0.003959411730354721,0.003945907661337725
Saudi Arabia,SAU,-0.17682020181836483,0.01303242137502691,0.8932595605453064,-0.180325185638376,-0.189281567455284,-0.16566695526642303,-0.19354744976194801,-0.14655663342421502
Sudan,SDN,-0.016329213205161768,0.003937836069018195,-0.8095716163420688,-0.01644798677750591,-0.020181013935813112,-0.012348653596978327,-0.04424180599366696,-0.0021592465289035617
Senegal,SEN,-0.0037351017446807916,0.0011506667617444714,-0.8978835042971175,-0.00371902778068691,-0.00457252658431003,-0.0026388927204510997,-0.008041540930684541,-0.00114601567439618
Solomon Islands,SLB,-0.0006334263380355716,0.0007629870358543289,-0.6660793975270469,-0.00047173,-0.0014769,-1.6629213971034073e-06,-0.005140051771043101,0.0009977157164864153
Sierra Leone,SLE,0.0011873340647569584,0.003208345142982417,-0.25428701772148743,0.0011218560596580381,-0.0014856242282048702,0.004074737665130901,-0.012882756491340224,0.010938740853466987
El Salvador,SLV,-0.0003282720826857355,0.002633204992407128,-0.953657504082391,-0.0005789715227842556,-0.0018976446704406875,0.0013032465284039151,-0.021133021026514688,0.013652437194437438
Somaliland,SOM,-0.0033789943834812595,0.0019632796171280935,0.785669902601862,-0.00395892,-0.00510474,-0.00011556,-0.0061820600000000005,-6.0960375885825e-05
Republic of Serbia,SRB,-0.008155143756263642,0.00537377890502171,-0.8077923074947159,-0.008164090538261642,-0.011721614033843471,-0.0041259201866157705,-0.04227959350985977,0.01593563699753861
South Sudan,SSD,0.005982647453624503,0.010379834459629369,-0.2249109911819145,0.004935788886647224,-0.0008190907724130738,0.014263533861194992,-0.05019950698293686,0.05169261494968414
São Tomé and Principe,STP,-4.9889980070860815e-05,2.060954777989766e-05,-2.899759360490527,-4.56e-05,-5.6620000000000003e-05,-3.807e-05,-0.0001536781824993289,-2.188e-05
Suriname,SUR,0.010022927387185446,0.009281601622505848,0.2126541360698697,0.010074991751991808,0.0019587825673492596,0.017360950892880436,-0.018953232542008674,0.03777847233210651
Slovakia,SVK,-0.009118415823287217,0.0072133579560156825,-1.1351161034358876,-0.0075668049377137555,-0.014512974718394349,-0.004206924946329772,-0.04249407989859449,0.015803611658343215
Slovenia,SVN,-0.0037725927445322726,0.0015044360580642989,-0.4468923353756875,-0.0036265313773633035,-0.005131665170444721,-0.0024489542712951002,-0.01005863663942343,0.0004952549950966111
Sweden,SWE,-0.0017898317640688297,0.012283124632340879,-0.4850118588253152,-0.0013533673253299404,-0.01191916926014344,0.008777374078023823,-0.06162288671980543,0.03308438889880014
eSwatini,SWZ,0.00012709139772173797,0.0009248754760191887,0.20592494357647687,3.6096454823613127e-05,-0.0004279900965999788,0.0008146407596758573,-0.004302206522457004,0.003946930526211262
Syria,SYR,-0.007405859855388485,0.000752858547619592,-0.7498220282542427,-0.00714137729962445,-0.00829800874200484,-0.006731978135127895,-0.00948820651870141,-0.005997368641200354
Chad,TCD,-0.006063640576934951,0.005015698326474426,-0.5940355908699222,-0.005984976432542432,-0.011383818642138917,-0.0012314064402503477,-0.03720307447852397,0.01182673004534056
Togo,TGO,-0.0004401604142775433,0.0015368233915168856,1.7201140304768439,-0.0005660916282016061,-0.0014500508658725295,0.0005887586489490726,-0.007979285127618583,0.00979279451315316
Thailand,THA,-0.06918674643123306,0.027157752160348794,0.060189964917448394,-0.06950634748139645,-0.0901440415377134,-0.04906760064341726,-0.1806802692785382,0.04347801671469799
Tajikistan,TJK,-0.002438776499218713,0.000723623674877306,0.26963808560608826,-0.0024824394854756,-0.00328179336418048,-0.0016715894854756,-0.0037039503300018897,-0.000775455952181464
