Country,iso,Fab_tf_mean,Fab_tf_std,Fab_tf_skew,Fab_tf_median,Fab_tf_q17,Fab_tf_q83,Fab_tf_min,Fab_tf_max
Philippines,PHL,-0.002555939604918538,0.0010774749333093674,0.007331331763382507,-0.0025609590427622788,-0.003594565262693953,-0.0015423722981999103,-0.00612871140530157,0.00101408961673689
Poland,POL,-0.010300015580112912,0.0012238346399443226,-0.04996403340095236,-0.010311227129594383,-0.011501971396815776,-0.009148180312240349,-0.01411330460880375,-0.00673619057522124
Portugal,PRT,-0.0010152024281502338,0.0002436239030490857,-0.0474963491987653,-0.0010116582764651328,-0.001245888572766473,-0.000782892202860654,-0.0017709291885512472,-0.00021839222644713522
Qatar,QAT,4.15438575e-06,4.972106461914544e-07,0.11399462390051951,4.145875e-06,3.6806224999999994e-06,4.615585e-06,2.78625e-06,5.8165e-06
Republic of Serbia,SRB,-0.003848849403314217,0.0004308959694675428,0.06848618455088104,-0.0038542278269116286,-0.00425153788197204,-0.003431993035465655,-0.005220023030170322,-0.0024569397225162985
Republic of the Congo,COG,-0.01946331480920321,0.0011247089715838853,0.025383403641658274,-0.01947807747688389,-0.020575514940145694,-0.018398841588683098,-0.02287810819447708,-0.015532566289281846
Romania,ROU,-0.005535565359164855,0.0007350743090612145,0.0845556212974382,-0.005570936447805762,-0.006237409603822712,-0.004826064006997813,-0.008065135437770366,-0.0026135857785578075
Russia,RUS,-0.23044625365246288,0.01748849217857017,-0.018076181200403853,-0.23051833977484132,-0.24723997348978058,-0.21305797250731476,-0.2902962492708588,-0.1755245455820465
Rwanda,RWA,-0.0002228542955129507,8.174140758415572e-05,0.004163189982296117,-0.00022499568863683942,-0.0002979741659658792,-0.00014541631260012034,-0.00047742930928382275,4.9624974446192314e-05
Saint Vincent and the Grenadines,VCT,-3.33114775e-06,1.9995678518936946e-06,0.6502758799743495,-3.5596250000000002e-06,-5.2381375e-06,-1.4881175e-06,-8.08925e-06,4.315e-06
Samoa,WSM,7.095052437324179e-05,1.82163612047932e-05,0.5050104842451576,6.933226333213796e-05,5.443433022736698e-05,8.730014613822573e-05,2.4323391007818047e-05,0.00014763542714440778
Saudi Arabia,SAU,5.58814335e-05,8.659036451169219e-05,0.11120019706005016,5.2665249999999995e-05,-2.5065192499999998e-05,0.00013701373249999998,-0.000180983,0.00033419725000000003
Senegal,SEN,0.000845231382,0.00017540420978284522,0.1456428821625523,0.000840724125,0.0006752125999999999,0.00100652269,0.000350216,0.0014415402500000001
Sierra Leone,SLE,-0.0014322073931750886,0.00026058261593276614,0.03836334666839514,-0.001428876487230301,-0.0016796166574062157,-0.0012010486777271985,-0.002252743302698851,-0.0005769079710035326
Slovakia,SVK,-0.00018639265595326448,0.0009835380392829614,0.2864496936165449,-0.0002609551979814172,-0.0010994003846722265,0.0007605423118672775,-0.0034277252119889264,0.003404553995673537
Slovenia,SVN,-8.168172347857464e-06,0.00014083679573412833,0.11256062000101709,-1.314342814858258e-05,-0.00014243569778574555,0.00012712461451882713,-0.0004374003393894434,0.00050567257874313
Solomon Islands,SLB,0.0005638550067028009,0.0001141697479311496,0.033928622447096386,0.0005617145709763841,0.000461202785377359,0.0006754060117486883,0.00013870887898753583,0.0009815630010056348
Somaliland,SOM,0.0032268980665,0.00031166280005332273,-0.13947435774842026,0.0032410603750000003,0.00292365864,0.0035187211525,0.00231206425,0.0041399602500000006
South Africa,ZAF,-0.00320524051607254,0.0006155509413564825,0.09339012457050448,-0.003193149657973707,-0.0038155506245825923,-0.00260323977156088,-0.00505166369652605,-0.001032576244889021
South Korea,KOR,-0.005968981300090986,0.0003405669598769128,0.13319779685707273,-0.005982611172539473,-0.00628470738809637,-0.005652164227847035,-0.006927026351694346,-0.004745918414791584
South Sudan,SSD,-0.006349052391146551,0.000759055355653159,0.029753721815058545,-0.006375232491855621,-0.007062001448647742,-0.005614544543693731,-0.009409721040330887,-0.004085918630360126
Spain,ESP,-0.006565422150543696,0.0006136273827029161,0.18489209634653245,-0.006599740239818633,-0.007130381999290099,-0.00598506432190894,-0.008853257437549352,-0.004381990956759423
Sri Lanka,LKA,-0.0026104529528289135,0.0004926842794622502,-0.01332339251191179,-0.0026107836440918443,-0.0030811804399624707,-0.0021361147160430765,-0.004326594058627129,-0.0009003219385485652
