Country,iso,Fabc_mean,Fabc_std,Fabc_skew,Fabc_median,Fabc_q17,Fabc_q83,Fabc_min,Fabc_max
Dominican Republic,DOM,-0.004570723656878064,0.0068318233555703925,1.4415004600926604,-0.004910027404942341,-0.008854610386612678,-0.0008125828754444497,-0.043883282207971316,0.044048357098120314
Algeria,DZA,-0.043543795033302794,0.022210949770132236,0.4260194683140076,-0.0435245300480102,-0.058073117242956156,-0.028618373082029202,-0.15167352590393274,0.09111768641857199
Ecuador,ECU,0.0004170595253139009,0.012711840005709529,-0.132811606025404,0.0005975108155427053,-0.011397608784633338,0.012434684390216427,-0.043392997336040025,0.04077752020290324
Egypt,EGY,-0.06528547413456266,0.009311975649332586,3.2095258171419503,-0.06509459361712797,-0.07148519429837105,-0.059649357627161344,-0.11480371020877128,0.03162727845877094
Eritrea,ERI,0.0011325036930631878,0.0026416868001403575,0.9539071331552267,0.00044515241227345516,-0.000953187920978577,0.003427362054117746,-0.006407115226109926,0.011332878467724393
Spain,ESP,-0.057538370469221,0.024980656022172396,-0.6524011847674549,-0.05571357783600728,-0.07811140856469072,-0.03520444223611607,-0.16552560060152366,0.01220572794379552
Estonia,EST,-0.0024932602021666417,0.0032560025704387874,0.6249637893107002,-0.0025234924673455264,-0.0051121459140310785,-1.9550061112829963e-05,-0.015437330652205997,0.014528054735358537
Ethiopia,ETH,0.029724361015084036,0.04561314988885007,0.1683704251130455,0.02783983344939086,-0.013685461387271383,0.07317639173186534,-0.14752050362582583,0.2061539303679564
Finland,FIN,-0.008013650849630275,0.013098759643301537,-0.8901075486620074,-0.0072428798635038386,-0.019556645541452134,0.004071662431967356,-0.08960394669472317,0.03239542101329767
Fiji,FJI,0.00023907289422939973,0.002190044346785073,-0.8680502977178873,5.3801219898593226e-05,-0.000377426361802629,0.0014785904258623561,-0.010573805779995919,0.01012837805194039
France,FRA,-0.06865078822988059,0.040020939895088696,0.07193243076433119,-0.06676455447564206,-0.10084495893770289,-0.03819007147488693,-0.19638730574580737,0.11773559582449875
Gabon,GAB,0.015749249930988276,0.012128828124455185,0.45929823664599206,0.0148426181132519,0.0056587085875654764,0.02577939233824306,-0.022940425447553696,0.06323801901610508
United Kingdom,GBR,-0.1039417234702099,0.01679128690764925,-0.24401350020088733,-0.1032952792551336,-0.12038616793453574,-0.08768157242873444,-0.18532253029308549,-0.045323568562121955
